book,book_abbr,chapter,chapter_abbr,type,name,name_join,character_url
Crossroads of Twilight,COT,Ch19: Surprises,19,Character,Myrelle,Myrelle Berengari,/wiki/Myrelle
Crossroads of Twilight,COT,Ch18: A Chat with Siuan,18,Referenced Character,Gawyn,Gawyn Trakand,/wiki/Gawyn
Crossroads of Twilight,COT,Ch18: A Chat with Siuan,18,Referenced Character,Lelaine,Lelaine Akashi,/wiki/Lelaine
Crossroads of Twilight,COT,Ch16: The Subject of Negotiations,16,Referenced Character,Romanda,Romanda Cassin,/wiki/Romanda
Crossroads of Twilight,COT,Ch8: Whirlpools of Color,8,Referenced Character,Nat Torfinn,Nat Torfinn,/wiki/Nat_Torfinn
Crossroads of Twilight,COT,Ch16: The Subject of Negotiations,16,Referenced Character,Magla,Magla Daronos,/wiki/Magla
Crossroads of Twilight,COT,Ch16: The Subject of Negotiations,16,Character,Nisao,Nisao Dachen,/wiki/Nisao
Crossroads of Twilight,COT,Ch13: High Seats,13,Referenced Character,Norry,Halwin Norry,/wiki/Norry
Crossroads of Twilight,COT,Ch10: A Blazing Beacon,10,Referenced Character,Aedmun Matherin,Aedmun Matherin,/wiki/Aedmun_Matherin
Crossroads of Twilight,COT,Ch10: A Blazing Beacon,10,Referenced Character,Nelein Matherin,Nelein Matherin,/wiki/Nelein_Matherin
Crossroads of Twilight,COT,Ch8: Whirlpools of Color,8,Character,Tuandha,Tuandha,/wiki/Tuandha
Crossroads of Twilight,COT,Ch10: A Blazing Beacon,10,Character,Fridwyn Ros,Fridwyn Ros,/wiki/Fridwyn_Ros
Crossroads of Twilight,COT,Ch10: A Blazing Beacon,10,Character,Elsie,Elsie,/wiki/Elsie
Crossroads of Twilight,COT,Ch10: A Blazing Beacon,10,Character,Siswai,Siswai,/wiki/Siswai
Crossroads of Twilight,COT,Ch8: Whirlpools of Color,8,Character,Marline,Marline,/wiki/Marline
Crossroads of Twilight,COT,Ch11: Talk of Debts,11,Referenced Character,Jurad Accan,Jurad Accan,/wiki/Jurad_Accan
Crossroads of Twilight,COT,Ch9: Traps,9,Character,Nadric,Nadric,/wiki/Nadric
Crossroads of Twilight,COT,Ch9: Traps,9,Character,Jesain,Jesain,/wiki/Jesain
Crossroads of Twilight,COT,Ch9: Traps,9,Character,Alarys,Alarys,/wiki/Alarys
Crossroads of Twilight,COT,Ch9: Traps,9,Character,Masalin,Masalin,/wiki/Masalin
Crossroads of Twilight,COT,Ch8: Whirlpools of Color,8,Character,Grady,Jur Grady,/wiki/Grady
Crossroads of Twilight,COT,Ch9: Traps,9,Character,Someryn,Someryn,/wiki/Someryn
Crossroads of Twilight,COT,Ch11: Talk of Debts,11,Referenced Character,Tigraine Mantear,Tigraine Mantear,/wiki/Tigraine_Mantear
Crossroads of Twilight,COT,Ch11: Talk of Debts,11,Referenced Character,Mordrellen Mantear,Mordrellen Mantear,/wiki/Mordrellen_Mantear
Crossroads of Twilight,COT,Ch9: Traps,9,Character,Aravine,Aravine Carnel,/wiki/Aravine
Crossroads of Twilight,COT,Ch11: Talk of Debts,11,Referenced Character,Nasin,Nasin Caeren,/wiki/Nasin
Crossroads of Twilight,COT,Ch11: Talk of Debts,11,Referenced Character,Sumeko,Sumeko Karistovan,/wiki/Sumeko
Crossroads of Twilight,COT,Ch11: Talk of Debts,11,Referenced Character,Elenia,Elenia Sarand,/wiki/Elenia
Crossroads of Twilight,COT,Ch11: Talk of Debts,11,Referenced Character,Naean,Naean Arawn,/wiki/Naean
Crossroads of Twilight,COT,Ch11: Talk of Debts,11,Referenced Character,Reanne,Reanne Corly,/wiki/Reanne
Crossroads of Twilight,COT,Ch11: Talk of Debts,11,Character,Siswai,Siswai,/wiki/Siswai
Crossroads of Twilight,COT,Ch12: A Bargain,12,Referenced Character,Careane,Careane Fransi,/wiki/Careane
Crossroads of Twilight,COT,Ch11: Talk of Debts,11,Character,Careane,Careane Fransi,/wiki/Careane
Crossroads of Twilight,COT,Ch11: Talk of Debts,11,Character,Zarya,Zarya Alkaese,/wiki/Zarya
Crossroads of Twilight,COT,Ch11: Talk of Debts,11,Character,Kirstian,Kirstian Chalwin,/wiki/Kirstian
Crossroads of Twilight,COT,Ch11: Talk of Debts,11,Character,Sareitha,Sareitha Tomares,/wiki/Sareitha
Crossroads of Twilight,COT,Ch12: A Bargain,12,Referenced Character,Gawyn,Gawyn Trakand,/wiki/Gawyn
Crossroads of Twilight,COT,Ch12: A Bargain,12,Referenced Character,Vandene,Vandene Namelle,/wiki/Vandene
Crossroads of Twilight,COT,Ch12: A Bargain,12,Referenced Character,Galad,Galadedrid Damodred,/wiki/Galad
Crossroads of Twilight,COT,Ch11: Talk of Debts,11,Character,Vandene,Vandene Namelle,/wiki/Vandene
Crossroads of Twilight,COT,Ch12: A Bargain,12,Character,Chanelle,Chanelle din Seran White Shark,/wiki/Chanelle
Crossroads of Twilight,COT,Ch13: High Seats,13,Referenced Character,Reene,Reene Harfor,/wiki/Reene
Crossroads of Twilight,COT,Ch13: High Seats,13,Referenced Character,Mayv,Mayv,/wiki/Mayv
Crossroads of Twilight,COT,Ch13: High Seats,13,Referenced Character,Arendor Haevin,Arendor Haevin,/wiki/Arendor_Haevin
Crossroads of Twilight,COT,Ch11: Talk of Debts,11,Character,Rasoria,Rasoria Domanche,/wiki/Rasoria
Crossroads of Twilight,COT,Ch11: Talk of Debts,11,Character,Deni,Deni Colford,/wiki/Deni
Crossroads of Twilight,COT,Ch14: What Wise Ones Know,14,Referenced Character,Sabeine Ocalin,Sabeine Ocalin,/wiki/Sabeine_Ocalin
Crossroads of Twilight,COT,Ch11: Talk of Debts,11,Character,Caseille,Caseille Raskovni,/wiki/Caseille
Crossroads of Twilight,COT,Ch12: A Bargain,12,Character,Zaida,Zaida din Parede Blackwing,/wiki/Zaida
Crossroads of Twilight,COT,Ch12: A Bargain,12,Character,Rasoria,Rasoria Domanche,/wiki/Rasoria
Crossroads of Twilight,COT,Ch14: What Wise Ones Know,14,Referenced Character,Ellorien,Ellorien Traemane,/wiki/Ellorien
Crossroads of Twilight,COT,Ch13: High Seats,13,Referenced Character,Willin,Willin Mantear,/wiki/Willin
Crossroads of Twilight,COT,Ch13: High Seats,13,Character,Sephanie,Sephanie Pelden,/wiki/Sephanie
Crossroads of Twilight,COT,Ch14: What Wise Ones Know,14,Referenced Character,Zaida,Zaida din Parede Blackwing,/wiki/Zaida
Crossroads of Twilight,COT,Ch14: What Wise Ones Know,14,Referenced Character,Elenia,Elenia Sarand,/wiki/Elenia
Crossroads of Twilight,COT,Ch14: What Wise Ones Know,14,Referenced Character,Millis Fendry,Millis Fendry,/wiki/Millis_Fendry
Crossroads of Twilight,COT,Ch14: What Wise Ones Know,14,Referenced Character,Naean,Naean Arawn,/wiki/Naean
Crossroads of Twilight,COT,Ch13: High Seats,13,Character,Naris,Naris Pelden,/wiki/Naris
Crossroads of Twilight,COT,Ch16: The Subject of Negotiations,16,Referenced Character,Lelaine,Lelaine Akashi,/wiki/Lelaine
Crossroads of Twilight,COT,Ch15: Gathering Darkness,15,Referenced Character,Catrelle Mosenain,Catrelle Mosenain,/wiki/Catrelle_Mosenain
Crossroads of Twilight,COT,Ch13: High Seats,13,Character,Rasoria,Rasoria Domanche,/wiki/Rasoria
Crossroads of Twilight,COT,Ch15: Gathering Darkness,15,Referenced Character,Aedelle Baryn,Aedelle Baryn,/wiki/Aedelle_Baryn
Crossroads of Twilight,COT,Ch14: What Wise Ones Know,14,Referenced Character,Mordrellen,Mordrellen Mantear,/wiki/Mordrellen
Crossroads of Twilight,COT,Ch14: What Wise Ones Know,14,Character,Caseille,Caseille Raskovni,/wiki/Caseille
Crossroads of Twilight,COT,Ch14: What Wise Ones Know,14,Character,Sumeko,Sumeko Karistovan,/wiki/Sumeko
Crossroads of Twilight,COT,Ch15: Gathering Darkness,15,Referenced Character,Miedelle Caeren,Miedelle Caeren,/wiki/Miedelle_Caeren
Crossroads of Twilight,COT,Ch14: What Wise Ones Know,14,Referenced Character,Harnder,Milam Harnder,/wiki/Harnder
Crossroads of Twilight,COT,Ch16: The Subject of Negotiations,16,Referenced Character,Gawyn,Gawyn Trakand,/wiki/Gawyn
Crossroads of Twilight,COT,Ch14: What Wise Ones Know,14,Character,Norry,Halwin Norry,/wiki/Norry
Crossroads of Twilight,COT,Ch14: What Wise Ones Know,14,Character,Rasoria,Rasoria Domanche,/wiki/Rasoria
Crossroads of Twilight,COT,Ch15: Gathering Darkness,15,Referenced Character,Pelivar,Pelivar Coelan,/wiki/Pelivar
Crossroads of Twilight,COT,Ch14: What Wise Ones Know,14,Character,Reene,Reene Harfor,/wiki/Reene
Crossroads of Twilight,COT,Ch17: Secrets,17,Referenced Character,Althyn Conly,Althyn Conly,/wiki/Althyn_Conly
Crossroads of Twilight,COT,Ch17: Secrets,17,Referenced Character,Adine Canford,Adine Canford,/wiki/Adine_Canford
Crossroads of Twilight,COT,Ch15: Gathering Darkness,15,Referenced Character,Abelle,Abelle Pendar,/wiki/Abelle
Crossroads of Twilight,COT,Ch15: Gathering Darkness,15,Referenced Character,Arathelle,Arathelle Renshar,/wiki/Arathelle
Crossroads of Twilight,COT,Ch15: Gathering Darkness,15,Referenced Character,Ellorien,Ellorien Traemane,/wiki/Ellorien
Crossroads of Twilight,COT,Ch15: Gathering Darkness,15,Referenced Character,Aemlyn,Aemlyn Carand,/wiki/Aemlyn
Crossroads of Twilight,COT,Ch15: Gathering Darkness,15,Character,Murellin,Murellin,https://wot.fandom.com/wiki/Murellin
Crossroads of Twilight,COT,Ch15: Gathering Darkness,15,Referenced Character,Jarid,Jarid Sarand,/wiki/Jarid
Crossroads of Twilight,COT,Ch16: The Subject of Negotiations,16,Character,Croi Makin,Croi Makin,/wiki/Croi_Makin
Crossroads of Twilight,COT,Ch16: The Subject of Negotiations,16,Character,Setagana,Setagana,/wiki/Setagana
Crossroads of Twilight,COT,Ch17: Secrets,17,Referenced Character,Romanda,Romanda Cassin,/wiki/Romanda
Crossroads of Twilight,COT,Ch17: Secrets,17,Referenced Character,Lelaine,Lelaine Akashi,/wiki/Lelaine
Crossroads of Twilight,COT,Ch15: Gathering Darkness,15,Character,Dawn Wind,Dawn Wind,/wiki/Dawn_Wind
Crossroads of Twilight,COT,Ch16: The Subject of Negotiations,16,Character,Beonin,Beonin Marinye,/wiki/Beonin
Crossroads of Twilight,COT,Ch15: Gathering Darkness,15,Character,Janny,Janny,/wiki/Janny
Crossroads of Twilight,COT,Ch15: Gathering Darkness,15,Character,Shiaine,Shiaine Avarhin,/wiki/Shiaine
Crossroads of Twilight,COT,Ch16: The Subject of Negotiations,16,Character,Myrelle,Myrelle Berengari,/wiki/Myrelle
Crossroads of Twilight,COT,Ch15: Gathering Darkness,15,Character,Naean,Naean Arawn,/wiki/Naean
Crossroads of Twilight,COT,Ch18: A Chat with Siuan,18,Referenced Character,Malind,Malind Nachenin,/wiki/Malind
Crossroads of Twilight,COT,Ch17: Secrets,17,Character,Areina,Areina Nermasiv,/wiki/Areina
Crossroads of Twilight,COT,Ch17: Secrets,17,Character,Nicola,Nicola Treehill,/wiki/Nicola
Crossroads of Twilight,COT,Ch17: Secrets,17,Character,Letice Murow,Letice Murow,/wiki/Letice_Murow
Crossroads of Twilight,COT,Ch17: Secrets,17,Character,Salita,Salita Toranes,/wiki/Salita
Crossroads of Twilight,COT,Ch17: Secrets,17,Character,Shemari,Shemari,/wiki/Shemari
Crossroads of Twilight,COT,Ch17: Secrets,17,Character,Janya,Janya Frende,/wiki/Janya
Crossroads of Twilight,COT,Ch17: Secrets,17,Character,Sharina,Sharina Melloy,/wiki/Sharina
Crossroads of Twilight,COT,Ch15: Gathering Darkness,15,Character,Elenia,Elenia Sarand,/wiki/Elenia
Crossroads of Twilight,COT,Ch16: The Subject of Negotiations,16,Character,Sarin,Sarin Hoigan,/wiki/Sarin
Crossroads of Twilight,COT,Ch16: The Subject of Negotiations,16,Character,Sheriam,Sheriam Bayanar,/wiki/Sheriam
Crossroads of Twilight,COT,Ch17: Secrets,17,Character,Tiana,Tiana Noselle,/wiki/Tiana
Crossroads of Twilight,COT,Ch17: Secrets,17,Character,Nisao,Nisao Dachen,/wiki/Nisao
Crossroads of Twilight,COT,Ch17: Secrets,17,Character,Leane,Leane Sharif,/wiki/Leane
Crossroads of Twilight,COT,Ch18: A Chat with Siuan,18,Referenced Character,Romanda,Romanda Cassin,/wiki/Romanda
Crossroads of Twilight,COT,Ch18: A Chat with Siuan,18,Referenced Character,Juilaine Madome,Juilaine Madome,/wiki/Juilaine_Madome
Crossroads of Twilight,COT,Ch18: A Chat with Siuan,18,Referenced Character,Vandene,Vandene Namelle,/wiki/Vandene
Crossroads of Twilight,COT,Ch17: Secrets,17,Character,Myrelle,Myrelle Berengari,/wiki/Myrelle
Crossroads of Twilight,COT,Ch17: Secrets,17,Character,Sheriam,Sheriam Bayanar,/wiki/Sheriam
Crossroads of Twilight,COT,Ch17: Secrets,17,Character,Beonin,Beonin Marinye,/wiki/Beonin
Crossroads of Twilight,COT,Ch19: Surprises,19,Referenced Character,Leane,Leane Sharif,/wiki/Leane
Crossroads of Twilight,COT,Ch18: A Chat with Siuan,18,Referenced Character,Moria,Moria Karentanis,/wiki/Moria
Crossroads of Twilight,COT,Ch19: Surprises,19,Character,Janya,Janya Frende,/wiki/Janya
Crossroads of Twilight,COT,Ch19: Surprises,19,Character,Magla,Magla Daronos,/wiki/Magla
Crossroads of Twilight,COT,Ch18: A Chat with Siuan,18,Referenced Character,Andaya,Andaya Forae,/wiki/Andaya
Crossroads of Twilight,COT,Ch18: A Chat with Siuan,18,Referenced Character,Beonin,Beonin Marinye,/wiki/Beonin
Crossroads of Twilight,COT,Ch19: Surprises,19,Character,Nisain,Nisain a'Cowel,/wiki/Nisain
Crossroads of Twilight,COT,Ch18: A Chat with Siuan,18,Referenced Character,Sheriam,Sheriam Bayanar,/wiki/Sheriam
Crossroads of Twilight,COT,Ch18: A Chat with Siuan,18,Referenced Character,Nisao,Nisao Dachen,/wiki/Nisao
Crossroads of Twilight,COT,Ch18: A Chat with Siuan,18,Referenced Character,Leane,Leane Sharif,/wiki/Leane
Crossroads of Twilight,COT,Ch18: A Chat with Siuan,18,Character,Myrelle,Myrelle Berengari,/wiki/Myrelle
Crossroads of Twilight,COT,Ch19: Surprises,19,Character,Therva Maresis,Therva Maresis,/wiki/Therva_Maresis
Crossroads of Twilight,COT,Ch19: Surprises,19,Character,Salita,Salita Toranes,/wiki/Salita
Crossroads of Twilight,COT,Ch20: In the Night,20,Referenced Character,Setagana,Setagana,/wiki/Setagana
Crossroads of Twilight,COT,Ch19: Surprises,19,Character,Beonin,Beonin Marinye,/wiki/Beonin
Crossroads of Twilight,COT,Ch19: Surprises,19,Character,Nisao,Nisao Dachen,/wiki/Nisao
Crossroads of Twilight,COT,Ch19: Surprises,19,Character,Reiko,Reiko Kerevon,/wiki/Reiko
Crossroads of Twilight,COT,Ch19: Surprises,19,Character,Shana,Shana Goridien,/wiki/Shana
Crossroads of Twilight,COT,Ch19: Surprises,19,Character,Lelaine,Lelaine Akashi,/wiki/Lelaine
Crossroads of Twilight,COT,Ch19: Surprises,19,Character,Sheriam,Sheriam Bayanar,/wiki/Sheriam
Crossroads of Twilight,COT,Ch19: Surprises,19,Character,Moria,Moria Karentanis,/wiki/Moria
Crossroads of Twilight,COT,Ch20: In the Night,20,Character,Lelaine,Lelaine Akashi,/wiki/Lelaine
Crossroads of Twilight,COT,Ch20: In the Night,20,Character,Moria,Moria Karentanis,/wiki/Moria
Crossroads of Twilight,COT,Ch20: In the Night,20,Character,Sheriam,Sheriam Bayanar,/wiki/Sheriam
Crossroads of Twilight,COT,Ch7: Blacksmith's Puzzle,7,Character,Perrin,Perrin Aybara,/wiki/Perrin
Crossroads of Twilight,COT,Ch7: Blacksmith's Puzzle,7,Character,Aram,Aram,/wiki/Aram
Crossroads of Twilight,COT,Ch7: Blacksmith's Puzzle,7,Character,Berelain,Berelain sur Paendrag Paeron,/wiki/Berelain
Crossroads of Twilight,COT,Ch7: Blacksmith's Puzzle,7,Character,Masuri,Masuri Sokawa,/wiki/Masuri
Crossroads of Twilight,COT,Ch7: Blacksmith's Puzzle,7,Character,Stepper,Stepper,/wiki/Stepper
Crossroads of Twilight,COT,Ch7: Blacksmith's Puzzle,7,Character,Gallenne,Bertain Gallenne,/wiki/Gallenne
Crossroads of Twilight,COT,Ch7: Blacksmith's Puzzle,7,Character,Annoura,Annoura Larisen,/wiki/Annoura
Crossroads of Twilight,COT,Ch7: Blacksmith's Puzzle,7,Character,Carelle,Carelle,/wiki/Carelle
Crossroads of Twilight,COT,Ch7: Blacksmith's Puzzle,7,Character,Nevarin,Nevarin,/wiki/Nevarin
Crossroads of Twilight,COT,Ch7: Blacksmith's Puzzle,7,Character,Marline,Marline,/wiki/Marline
Crossroads of Twilight,COT,Ch7: Blacksmith's Puzzle,7,Character,Masema,Masema Dagar,/wiki/Masema
Crossroads of Twilight,COT,Ch7: Blacksmith's Puzzle,7,Character,Nengar,Nengar,/wiki/Nengar
Crossroads of Twilight,COT,Ch7: Blacksmith's Puzzle,7,Character,Arganda,Gerard Arganda,/wiki/Arganda
Crossroads of Twilight,COT,Ch7: Blacksmith's Puzzle,7,Referenced Character,Rovair Kirklin,Rovair Kirklin,/wiki/Rovair_Kirklin
Crossroads of Twilight,COT,Ch21: A Mark,21,Referenced Character,Silviana,Silviana Brehon,/wiki/Silviana
Crossroads of Twilight,COT,Ch7: Blacksmith's Puzzle,7,Referenced Character,Faile,Zarine ni Bashere t'Aybara,/wiki/Faile
Crossroads of Twilight,COT,Ch7: Blacksmith's Puzzle,7,Referenced Character,Alliandre,Alliandre Maritha Kigarin,/wiki/Alliandre
Crossroads of Twilight,COT,Ch7: Blacksmith's Puzzle,7,Place,Altara,,
Crossroads of Twilight,COT,Ch7: Blacksmith's Puzzle,7,Referenced Place,Mayene,,
Crossroads of Twilight,COT,Ch7: Blacksmith's Puzzle,7,Referenced Place,Andor,,
Crossroads of Twilight,COT,Ch7: Blacksmith's Puzzle,7,Referenced Place,Tear,,
Crossroads of Twilight,COT,Ch7: Blacksmith's Puzzle,7,Referenced Place,Blight,,
Crossroads of Twilight,COT,Ch7: Blacksmith's Puzzle,7,Referenced Place,Two Rivers,,
Crossroads of Twilight,COT,Ch7: Blacksmith's Puzzle,7,Referenced Place,So Habor,,
Crossroads of Twilight,COT,Ch7: Blacksmith's Puzzle,7,Referenced Place,Ghealdan,,
Crossroads of Twilight,COT,Ch7: Blacksmith's Puzzle,7,Referenced Place,Amadicia,,
Crossroads of Twilight,COT,Ch7: Blacksmith's Puzzle,7,Referenced Place,Ebou Dar,,
Crossroads of Twilight,COT,Ch6: The Scent of a Dream,6,Character,Perrin,Perrin Aybara,/wiki/Perrin
Crossroads of Twilight,COT,Ch6: The Scent of a Dream,6,Character,Stepper,Stepper,/wiki/Stepper
Crossroads of Twilight,COT,Ch6: The Scent of a Dream,6,Character,Aram,Aram,/wiki/Aram
Crossroads of Twilight,COT,Ch6: The Scent of a Dream,6,Character,Berelain,Berelain sur Paendrag Paeron,/wiki/Berelain
Crossroads of Twilight,COT,Ch6: The Scent of a Dream,6,Character,Masuri,Masuri Sokawa,/wiki/Masuri
Crossroads of Twilight,COT,Ch6: The Scent of a Dream,6,Character,Carelle,Carelle,/wiki/Carelle
Crossroads of Twilight,COT,Ch6: The Scent of a Dream,6,Character,Annoura,Annoura Larisen,/wiki/Annoura
Crossroads of Twilight,COT,Ch6: The Scent of a Dream,6,Referenced Character,Masema,Masema Dagar,/wiki/Masema
Crossroads of Twilight,COT,Ch6: The Scent of a Dream,6,Referenced Character,Faile,Zarine ni Bashere t'Aybara,/wiki/Faile
Crossroads of Twilight,COT,Ch6: The Scent of a Dream,6,Referenced Character,Balwer,Sebban Balwer,/wiki/Balwer
Crossroads of Twilight,COT,Ch6: The Scent of a Dream,6,Referenced Character,Dannil,Dannil Lewin,/wiki/Dannil
Crossroads of Twilight,COT,Ch6: The Scent of a Dream,6,Referenced Character,Moiraine,Moiraine Damodred,/wiki/Moiraine
Crossroads of Twilight,COT,Ch6: The Scent of a Dream,6,Referenced Character,Seonid,Seonid Traighan,/wiki/Seonid
Crossroads of Twilight,COT,Ch6: The Scent of a Dream,6,Referenced Character,Lini,Lini Eltring,/wiki/Lini
Crossroads of Twilight,COT,Ch6: The Scent of a Dream,6,Referenced Character,Gendar,Gendar,/wiki/Gendar
Crossroads of Twilight,COT,Ch6: The Scent of a Dream,6,Referenced Character,Santes,Santes,/wiki/Santes
Crossroads of Twilight,COT,Ch6: The Scent of a Dream,6,Referenced Character,Nerion,Nerion Torelvin,/wiki/Nerion
Crossroads of Twilight,COT,Ch6: The Scent of a Dream,6,Referenced Character,Medore Damara,Medore Damara,/wiki/Medore_Damara
Crossroads of Twilight,COT,Ch21: A Mark,21,Referenced Character,Nyein,Nyein din Kalede,/wiki/Nyein
Crossroads of Twilight,COT,Ch21: A Mark,21,Character,Ferane,Ferane Neheran,/wiki/Ferane
Crossroads of Twilight,COT,Ch6: The Scent of a Dream,6,Referenced Character,Empress,Seanchan,/wiki/Empress
Crossroads of Twilight,COT,Ch6: The Scent of a Dream,6,Referenced Character,Suroth,Suroth Sabelle Meldarath,/wiki/Suroth
Crossroads of Twilight,COT,Ch6: The Scent of a Dream,6,Referenced Character,Rand,Rand al'Thor,/wiki/Rand
Crossroads of Twilight,COT,Ch6: The Scent of a Dream,6,Referenced Character,Gallenne,Bertain Gallenne,/wiki/Gallenne
Crossroads of Twilight,COT,Ch6: The Scent of a Dream,6,Place,Altara,,
Crossroads of Twilight,COT,Ch6: The Scent of a Dream,6,Referenced Place,Two Rivers,,
Crossroads of Twilight,COT,Ch6: The Scent of a Dream,6,Referenced Place,Brytan,,
Crossroads of Twilight,COT,Ch6: The Scent of a Dream,6,Referenced Place,Illian,,
Crossroads of Twilight,COT,Ch6: The Scent of a Dream,6,Referenced Place,Mayene,,
Crossroads of Twilight,COT,Ch3: A Fan of Colors,3,Character,Mat,Matrim Cauthon,/wiki/Mat
Crossroads of Twilight,COT,Ch5: The Forging of a Hammer,5,Character,Perrin,Perrin Aybara,/wiki/Perrin
Crossroads of Twilight,COT,Ch3: A Fan of Colors,3,Character,Olver,Olver,/wiki/Olver
Crossroads of Twilight,COT,Ch3: A Fan of Colors,3,Character,Egeanin,Egeanin Tamarath,/wiki/Egeanin
Crossroads of Twilight,COT,Ch3: A Fan of Colors,3,Character,Bayle Domon,Bayle Domon,/wiki/Bayle_Domon
Crossroads of Twilight,COT,Ch3: A Fan of Colors,3,Character,Thera,Amathera Aelfdene Casmir Lounault,/wiki/Thera
Crossroads of Twilight,COT,Ch3: A Fan of Colors,3,Character,Juilin,Juilin Sandar,/wiki/Juilin
