name,birth,nationality,gender,height,weight,hair_color,eye_color,build,race,first_mentioned_book,first_mentioned_chapter,last_mentioned_book,last_mentioned_chapter,first_appeared_book,first_appeared_chapter,last_appeared_book,last_appeared_chapter,affiliation,title,rank,status,death,occupation,ajah,clan,sept,animal_type,color,owner
Dhearic,,Aiel,Male,,,"Golden, white-streaked",,Thick set,,TSR,49,,,TFOH,20,LOC,4,,,,Alive,,Clan chief,,Reyn,,,,
Desautel,,Unknown,Male,,,,,,,,,,,TOM,43,AMOL,43,Rand al'Thor,,Dedicated,Alive,,Asha'man,,,,,,
Desartin,,Murandian,Male,,,,,,,AMOL,Prologue,AMOL,Prologue,,,,,Murandy,Lord of Murandy,Lord,Dead,,,,,,,,
Deryl,,Altaran,Male,,,,,,,,,ACOS,14,ACOS,14,,,,,,Alive,,Guardsman,,,,,,
Derry,,Unknown,Male,,,,,,,TOM,9,TOM,9,,,,,Band of the Red Hand,,,Dead,1000 NE,Soldier,,,,,,
Derne,,Unknown,Male,,,,,,,,,,,TDR,39,TDR,49,,,,Alive,,Ship captain,,,,,,
Cedora,,Altaran,Female,,,,,,,,,ACOS,31,ACOS,23,ACOS,31,,,,Alive,,Maid,,,,,,
Cavandra,,Unknown,Female,,,,,,,LOC,48,LOC,48,,,,,White Tower,,Aes Sedai,Alive,,,Unknown Ajah,,,,,
Catrona,,Seanchan,Female,,,,,,,,,,,WH,14,AMOL,32,,,,Alive,,,,,,,,
Catrine,,Cairhienin,Female,,,,,,,,,,,TGH,21,TGH,21,,,,Alive,,Maid,,,,,,
Catrelle Mosenain,,Cairhienin,Female,,,,,,,,,COT,15,,,,,,,,Dead,,Maid,,,,,,
Dermid Ajala,,Tairen,Male,,,Dark,Pale blue,,,,,,,TDR,50,TDR,53,,,,Alive,,Blacksmith,,,,,,
Denharad,,Cairhienin,Male,,,,,,,,,,,TPOD,23,TPOD,24,Dragon Reborn,,Lance-Captain,Alive,,Soldier,,,,,,
Catalyn Haevin,,Andoran,Female,,,,Dark,Plump,,,,,,COT,13,TOM,23,House Trakand,Lady,High Seat,Alive,,,,,,,,
Demandred,Age of Legends,Unknown,Male,Tall,,Jet-black,,,,TEOTW,42,,,LOC,Prologue,AMOL,37,,Blademaster,Chosen,Dead,,,,,,,,
Dennel,,Unknown,Male,,,,,,,,,,,AMOL,Prologue,AMOL,Prologue,Band of the Red Hand,,,Alive,,Soldier,,,,,,
Demetre Marcolin,,Illianer,Male,,,,,Stout,,,,,,TPOD,13,TPOD,24,,,First Captain,Dead,1000 NE,Soldier,,,,,,
Denezel,,Andoran,Male,Tall,,Shaved,,,,,,TOM,53,TOM,47,TOM,47,,,,Alive,,Innkeeper,,,,,,
Denal,,Altaran,Male,,,,,,,,,ACOS,23,ACOS,23,,,,,,Alive,,Unknown occupation,,,,,,
Delarn,,Unknown,Male,,,,,,,,,,,TGS,27,AMOL,36,Band of the Red Hand,,,Alive,,Soldier,,,,,,
Deepe Bhadar,,Andoran,Male,,,"Black, long",,,,,,AMOL,18,TOM,28,AMOL,16,Rand al'Thor,Senior Leader,Asha'man,Dead,1000 NE,Asha'man,,,,,,
Dedric,,Aiel,Male,,,Yellow,,,,,,,,LOC,18,LOC,18,,,,Alive,,,,Codarra,Jaern Rift,,,
Dawlin Armaghn,,Andoran,Male,,,,,,,COT,Prologue,COT,Prologue,,,,,House Marne,,,Alive,,,,,,,,
Caseille Raskovni,,Arafellin,Female,,,,,Lean,,,,,,WH,7,KOD,35,Queen's Guard,,Lieutenant,Alive,,Soldier,,,,,,
Carniele Emares,,Tairen,Female,,,,,,,WH,Prologue,WH,Prologue,,,,,White Tower,,Aes Sedai,Alive,,,Yellow Ajah,,,,,
Carlys Ankerin,,Andoran,Female,,,Gray,,,,,,COT,Prologue,LOC,1,LOC,2,House Marne,,,Alive,,,,,,,,
Carlys,,Andoran,Female,,,"Gray, curled",,,,,,COT,Prologue,LOC,1,LOC,2,,Lady,,Alive,,,,,,,,
Carlya,,Tar Valon,Female,,,,,,,,,,,TGS,31,TGS,31,,,,Alive,,Maid,,,,,,
Carlinya Sorevin,,Kandori,Female,,,"Dark, curly",Almost black,,,NS,4,TOM,38,TGH,4,KOD,1,White Tower,,Aes Sedai,Dead,1000 NE,,White Ajah,,,,,
Carin,,Altaran,Female,,,,,,,,,ACOS,16,ACOS,16,,,,,,Alive,,Servant,,,,,,
Cariandre Temalien,932 NE,Ghealdanin,Female,,,,,Plump,,,,,,KOD,2,TGS,25,White Tower,,Aes Sedai,Alive,,,Red Ajah,,,,,
Carewin Damodred,,Cairhienin,Female,,,,,,,NS,12,NS,12,,,,,,Queen of Cairhien,Queen,Dead,,,,,,,,
Davram t'Ghaline Bashere,,Saldaean,Male,Short,Slender,Gray streaked black,Tilted dark,,,TSR,13,AMOL,Epilogue,TFOH,56,AMOL,37,,Bashere,Marshal-General,Dead,,,,,,,,
Davies,,Andoran,Male,,,,,,,,,,,AMOL,Prologue,AMOL,Prologue,,Lord,,,,Soldier,,,,,,
Davindra,,Altaran,Male,,,,,,,,,ACOS,16,ACOS,16,,,,,,Alive,,Unknown occupation,,,,,,
Davian,,Unknown,Male,,,,,,,TEOTW,14,LOC,54,,,,,,False Dragon,,Dead,,,,,,,,
Daved Hanlon,,Andoran,Male,Average,,,"Dark, unblinking",,,,,,,ACOS,35,AMOL,39,Darkfriend,,,Dead,,,,,,,,
Dav Ayellin,,Andoran,Male,,,,Dark,Stocky,,TEOTW,Ravens,LOC,Prologue,TSR,43,TSR,56,Two Rivers,,,Alive,,,,,,,,
Dav al'Thone,,Andoran,Male,,,,,,,,,,,AMOL,15,AMOL,15,Two Rivers,,,Alive,,,,,,,,
Darvin,,Aiel,Male,Tall,,,,,,TOM,49,,,,,,,,,,Unknown,,Clan chief,,Reyn,Unknown sept,,,
Darvan,,Unknown,Male,,,,,,,TSR,17,TSR,17,,,,,,,,Unknown,,Fictitious Character,,,,,,
Daruo,,Seanchan,Male,,,,,,,,,,,AMOL,15,AMOL,15,,,,Alive,,Deathwatch Guard,,,,,,
Darlin Sisnera,,Tairen,Male,,,"Dark, close-cropped",Blue,,,,,AMOL,46,TDR,54,AMOL,20,,King of Tear,King,Alive,,,,,,,,
Darl Coplin,,Andoran,Male,,,,,,,TEOTW,7,,,TEOTW,9,TOM,10,Perrin Aybara,,,Alive,,,,,,,,
Carenna,,Unknown,Female,,,,,,,LOC,Prologue,LOC,Prologue,,,,,White Tower,,Aes Sedai,Alive,,,Unknown Ajah,,,,,
Careme Mowly,,Murandian,Female,,,,,,,,,,,NS,5,NS,5,,,,Alive,,,,,,,,
Carelle,,Aiel,Female,,,Fiery,Piercing,,,,,,,TPOD,9,KOD,29,,,,Alive,,Wise One,,Unknown clan,Unknown sept,,,
Careen,,Aiel,Female,,,,,,,,,,,TSR,3,TSR,6,,,,Alive,,,,Unknown clan,Unknown sept,,,
Caredwain,,Cairhienin,Female,,,,,,,TGH,21,TGH,21,,,,,,,,Alive,,Healer,,,,,,
Careane Fransi,,Domani,Female,,,,,Stout,,,,TOM,17,ACOS,30,KOD,31,Black Ajah,,Aes Sedai,Dead,1000 NE,,Green Ajah,,,,,
Caraline Damodred,,Cairhienin,Female,Short,,"Black, shoulder-length","Large, dark",Slim,,LOC,17,,,ACOS,35,TGS,42,,Lady,High Seat,Alive,,,,,,,,
Caralin,,Andoran,Female,,,,,Slim,,,,,,TFOH,1,TFOH,1,House Bryne,,,Alive,,,,,,,,
Caraighan Maconar,212 AB,Unknown,Female,,,,,,,LOC,54,TGS,2,,,,,,,Aes Sedai,Dead,373 AB,,Green Ajah,,,,,
Carahuin,,Aiel,Female,,,Flaxen,Like polished sapphires,,,,,,,ACOS,1,TPOD,Prologue,,,,Alive,,,,Unknown clan,Unknown sept,,,
Cara,,Andoran,Female,,,,,,,,,,,TFOH,1,TFOH,1,,,,Alive,,Maid,,,,,,
Daricain Annallin,,Cairhienin,Male,,,Shaved,,Slender,,,,,,TFOH,30,TFOH,30,,Lord,Lieutenant,Alive,,Soldier,,,,,,
Dar,,Andoran,Male,,,,,,,,,,,TEOTW,17,TEOTW,17,,,,Alive,,Watchman,,,,,,
Dannil Lewin,,Andoran,Male,,,,,Thin,,,,,,TSR,33,AMOL,8,Two Rivers,,,Alive,,Soldier,,,,,,
Danil,978 NE,Murandian,Male,,,,,,,,,,,NS,5,NS,5,,,,Alive (Presumed),,,,,,,,
Damer Flinn,,Andoran,Male,,,"White, Nearly Bald",,,,,,,,LOC,3,AMOL,Epilogue,The Dragon Reborn,,Asha'man,Alive,,Asha'man,,,,,,
Dalthanes Annallin,,Cairhienin,Male,,,,,,,,,,,TPOD,21,TPOD,24,Dragon Reborn,Lord,,Alive,,,,,,,,
Dalresin Damodred,,Cairhienin,Male,,,Gray,,,,NS,2,NS,10,,,,,,Lord,Lord,Dead,972 NE,,,,,,,
Dal,,Unknown,Male,,,,,,Ogier,LOC,20,LOC,20,,,,,,,,Dead,,,,,,,,
Dain Bornhald,,Taraboner,Male,,,,,,,,,,,TEOTW,15,AMOL,13,Children of the Light,Lord,,Alive,,Soldier,,,,,,
Dag Coplin,,Andoran,Male,,,Gray,,,,,,,,TEOTW,Ravens,TSR,43,Two Rivers,,,Alive,,,,,,,,
Dafid Norley,,Cairhienin,Male,Short,,,,Stout,,,,,,TPOD,26,TOM,56,Logain Ablar,,Asha'man,Alive,,Asha'man,,,,,,
Daerid Ondin,,Cairhienin,Male,Short,,Shaven,Hard,Slender,,,,TGS,34,TFOH,43,LOC,38,Band of the Red Hand,,Lieutenant-General,Alive,,Soldier,,,,,,
Camaille Nolaisen,,Cairhienin,Female,,,,,,,,,TOM,6,ACOS,4,KOD,12,Cha Faile,Lady,,Alive,,,,,,,,
Callie,,Unknown,Female,,,,,,,,,ACOS,24,ACOS,17,ACOS,17,The Kin,,,Dead,1000 NE,Wise Woman,,,,,,
Calle Coplin,,Andoran,Female,,,,,,,,,ACOS,31,TEOTW,Ravens,TEOTW,Ravens,Two Rivers,,,Alive,,,,,,,,
Calindin,960 NE,Taraboner,Female,,,"Black, multitude of braids",,,,,,LOC,29,LOC,14,LOC,14,White Tower,,Accepted,Alive,,,,,,,,
Calian,,Unknown,Female,,,,,,,,,ACOS,21,TGH,47,TGH,47,Horn of Valere,,Hero of the Horn,Bound to the Wheel,,,,,,,,
Calder,,Andoran,Female,,,,,,,TEOTW,7,TEOTW,7,,,,,Two Rivers,,,Alive,,,,,,,,
Cairen,,Altaran,Female,,,,,,,KOD,Prologue,KOD,Prologue,,,,,,Lady,,Alive,,,,,,,,
Caira,,Altaran,Female,,,,Smoky,,,,,,,ACOS,17,WH,19,,,,Alive,,Maid,,,,,,
Caire din Gelyn Running Wave,,Unknown,Female,,,,Dark,,,,,,,TPOD,5,KOD,22,,,Windfinder,Alive,,,,,,,,
Caiden,,Domani,Female,,,,,Plump,,,,,,KOD,13,KOD,13,The Kin,,,Alive,,,,,,,,
Cadsuane Melaidhrin,705 NE,Far Madding,Female,"5'5""",,Iron gray,Nearly black,,,,,,,NS,17,AMOL,Epilogue,White Tower,Amyrlin Seat,Aes Sedai,Alive,,,Green Ajah,,,,,
Dael al'Taron,,Andoran,Male,,,,,,,,,TSR,43,TSR,40,TSR,40,Two Rivers,,,Dead,999 NE,,,,,,,
Cabriana Mecandes,911 NE,Tairen,Female,,,"Long, Golden",Pale Blue,,,,,KOD,23,NS,12,LOC,6,,,Aes Sedai,Dead,999 NE,,Blue Ajah,,,,,
Dyrele,,Aiel,Female,,,,Green,,,,,,,ACOS,40,ACOS,40,Sevanna,,,Alive,,Roofmistress,,Shaido,Moshaine,,,
Dyelin Taravin,,Andoran,Female,,,"Golden, with touches of gray",,,,TDR,47,,,LOC,16,AMOL,7,House Trakand,Lady,High Seat,Alive,,,,,,,,
Duranda Tharne,,Murandian,Female,,,Dyed red,,,,,,,,TFOH,11,TFOH,11,,,,Alive,,Innkeeper,,,,,,
Dunsinin,,Unknown,Female,,,,,,,TFOH,24,TFOH,24,,,,,,,,Dead,,,,,,,,
Duhara Basaheen,764 NE,Domani,Female,Tall,,,"Big, Dark",Slim,,,,,,NS,14,AMOL,23,Black Ajah,,Aes Sedai,Dead,1000 NE,Dreadlord,Red Ajah,,,,,
Dosera,,Aiel,Female,,,,,,,,,,,ACOS,Prologue,ACOS,Prologue,Sevanna,,,Dead,1000 NE,Wise One,,Shaido,Unknown sept,,,
Dorindha (Roofmistress),,Aiel,Female,,,"Red, streaks of white",Blue,Solid,,TFOH,5,TGS,3,ACOS,7,KOD,15,,,,Alive,,Roofmistress,,Goshien,Unknown sept,,,
Dorindha (Far Dareis Mai),,Aiel,Female,,,,,,,TSR,2,,,TSR,36,TSR,36,,,,Alive,,,,Taardad,Jindo,,,
Dorile din Eiran Long Feather,,Unknown,Female,,,,,Slender,,,,,,ACOS,13,COT,15,,,Windfinder,Alive,,,,,,,,
Dorele,,Unknown,Female,,,,,Slender,,,,,,TSR,19,TSR,19,,,,Alive,,Sailor,,,,,,
Doreille Torghin,,Aridholin,Female,,,,,,,TGS,27,TGS,27,,,,,,Queen of Aridhol,Queen,Dead,,,,,,,,
Doral Barran,,Andoran,Female,,,"White, Long, Braided",,,,,,COT,30,TEOTW,Ravens,TEOTW,Ravens,Two Rivers,Wisdom,,Dead,,Healer,,,,,,
Dorailla,,Aiel,Female,,,,,,,,,,,ACOS,Prologue,ACOS,Prologue,Sevanna,,,Alive,,Wise One,,Shaido,Unknown sept,,,
Doraise Mesianos,,Unknown,Female,,,,,Plump,,ACOS,32,,,COT,Prologue,COT,Prologue,White Tower,,Aes Sedai,Alive,,,Brown Ajah,,,,,
Doniella Alievin,,Cairhienin,Female,,,,,,,TWORJTWOT,,AMOL,37,,,,,,Amyrlin Seat,Aes Sedai,Dead,363 NE,,Brown Ajah,,,,,
Domeille,,Aiel,Female,,,Gray,,,,,,,,ACOS,33,ACOS,33,,,,Alive,,,,Unknown clan,Unknown sept,,,
Devore Zarbayan,,Saldaean,Female,,,,Cool,Slim,,,,,,KOD,15,KOD,16,,,Bannerwoman,Alive,,Queen's Guard,,,,,,
Desora,,Aiel,Female,,,Golden,,,,,,KOD,18,LOC,3,LOC,26,,,,Dead,999 NE,,,Reyn,Musara,,,
Deselle Aybara,988 NE,Andoran,Female,,,,,,,,,TSR,56,TEOTW,Ravens,TEOTW,Ravens,Two Rivers,,,Dead,999 NE,,,,,,,
Desandre Alraed,,Ghealdanin,Female,,,,,Willowy,,NS,4,,,WH,Prologue,COT,Prologue,White Tower,,Aes Sedai,Alive,,,Yellow Ajah,,,,,
Desala Nevanche,,Cairhienin,Female,,,,"Dark, large",,,KOD,Prologue,,,KOD,Epilogue,AMOL,14,The Shadow,,Aes Sedai,Alive,,,Red Ajah,,,,,
Desaine,,Aiel,Female,,,Gray,,,,,,TPOD,11,LOC,Prologue,LOC,53,,,,Dead,999 NE,Wise One,,Shaido,Unknown sept,,,
Derys Nermala,911 NE,Unknown,Female,,,,,Slender,,,,,,ACOS,23,KOD,17,The Kin,,,Alive,,,,,,,,
Derah din Selaan Rising Wave,,Unknown,Female,Short,,,,,,,,,,ACOS,34,WH,13,,,Sailmistress,Alive,,,,,,,,
Deni Colford,,Andoran,Female,,,Graying,,Blocky,,,,KOD,35,WH,7,KOD,31,Queen's Guard,,,Alive,,Soldier,,,,,,
Dena,,Cairhienin,Female,Slender,,"Dark, shoulder length",,,,,,,,TGH,26,TDR,31,,,,Dead,998 NE,Entertainer,,,,,,
Demira Eriff,930 NE,Domani,Female,,,,,,,LOC,41,,,LOC,43,LOC,49,White Tower,,Aes Sedai,Alive,,,Brown Ajah,,,,,
Delora,,Aiel,Female,,,Blond,Blue,,,,,,,TPOD,9,KOD,29,,,,Alive,,Wise One,,Shiande,Unknown sept,,,
Delana Mosalaine,950 NE,Shienaran,Female,,,"Pale, almost white",Pale blue,Stout,,,,,,LOC,12,TOM,Prologue,Black Ajah,,Aes Sedai,Dead,1000 NE,Sitter,Gray Ajah,,,,,
Deirdru,,Altaran,Female,,,,,,,KOD,21,KOD,21,,,,,,Lady,,Dead,,,,,,,,
Deira ni Ghaline t'Bashere,,Saldaean,Female,Tall,,Dark hair with white at temples.,Dark,,,LOC,1,AMOL,Epilogue,LOC,26,AMOL,37,,Lady,,Dead,,,,,,,,
Deindre,,Unknown,Female,,,,Dark,,,,,,,TSR,26,TSR,26,,,Aes Sedai (Age of Legends),Dead,,,,,,,,
Deane Aryman,FY 920,Shiotan,Female,,,,,,,TFOH,11,COT,30,,,,,,Amyrlin Seat,Aes Sedai,Dead,FY 1084,,Blue Ajah,,,,,
Dealda,,Amadician,Female,,,,,,,TSR,38,TSR,38,,,,,,,,Dead,,,,,,,,
Deain,,Unknown,Female,,,,,,,TGH,40,TGH,40,,,,,Luthair Paendrag Mondwin,,Aes Sedai,Dead,,,Unknown Ajah,,,,,
Daviena,,Aiel,Female,,,Yellow-Red,Green,,,,,,,TPOD,Prologue,TPOD,Prologue,,,,Alive,,Wise One,,Unknown clan,Unknown sept,,,
Darvale,,Altaran,Female,,,White,,Lean,,KOD,8,KOD,8,,,,,,,,Alive,,Wisdom,,,,,,
Darnella Shoran,,Altaran,Female,,,,,,,,,,,WH,20,WH,20,,,,Alive,,Innkeeper,,,,,,
Daria Gahand,,Unknown,Female,,,,,,,LOC,50,LOC,50,,,,,,,,Dead,,Author,,,,,,
Darea Candwin,,Andoran,Female,,,,,,,,,TPOD,30,LOC,10,LOC,11,White Tower,,Novice,Alive,,,,,,,,
Dara,,Tairen,Female,,,,,,,TSR,13,TSR,13,,,,,,,,Alive,,Cook,,,,,,
Danine Candraed,,Andoran,Female,,,,,,,COT,13,KOD,35,,,,,,Lady,High Seat,Alive,,,,,,,,
Dani,,Seanchan,Female,,,,,,,,,,,WH,14,WH,14,,,,Alive,,,,,,,,
Damelle,,Unknown,Female,,,,,,Ogier,TSR,43,TSR,43,,,,,,,,Dead,,Author,,,,,,
Dali,,Seanchan,Female,,,Yellow,,Plump,,,,TGS,36,WH,14,WH,14,,,,Alive,,,,,,,,
Dalevien,,Unknown,Female,,,"Dark, streaked with gray",,Stocky,,,,,,KOD,24,KOD,24,White Tower,,Aes Sedai,Alive,,,Brown Ajah,,,,,
Dalar,,Unknown,Female,,,,,,Ogier,TGH,35,LOC,20,,,,,,,,Dead,,Author,,,,,,
Daise Congar,,Andoran,Female,Tall,,,,"Wide, Muscular",,,,,,TEOTW,1,LOC,Prologue,Two Rivers,Women's Circle Member,,Alive,,Wisdom,,,,,,
Dairaine Saighan,,Cairhienin,Female,,,"Black, waist-length",,Slender,,KOD,5,KOD,29,KOD,28,KOD,28,House Saighan,,Lady,Alive,,,,,,,,
Dailin,,Aiel,Female,,,Dark red,Gray,,,,,,,TDR,38,TDR,39,,,,Dead,999 NE,,,Taardad,Nine Valleys,,,
Daigian Moseneillin,907 NE,Cairhienin,Female,Short,,"Long, Black",,Plump,,,,TGS,23,ACOS,19,TGS,22,Unaligned sisters,Lady,Aes Sedai,Dead,1000 NE,,White Ajah,,,,,
Dagendra,,Aiel,Female,,,,,Blocky,,,,,,LOC,10,LOC,10,,,,Alive,,,,Unknown clan,Unknown sept,,,
Dagdara Finchey,848 NE,Andoran,Female,Tall,,Graying,,Wide,,,,TGS,39,TFOH,50,LOC,30,Black Ajah,,Aes Sedai,Unknown,,,Yellow Ajah,,,,,
Daerilla Raned,,Andoran,Female,,,,,Plump,,,,COT,Prologue,LOC,1,LOC,2,,Lady,,Alive,,,,,,,,
Daelvin,,Cairhienin,Female,,,,,,,LOC,5,LOC,5,LOC,5,LOC,5,,,,Alive,,Innkeeper,,,,,,
Ewin Finngar,,Andoran,Male,,,,,,,TEOTW,Ravens,LOC,Prologue,TEOTW,2,TSR,54,Two Rivers,,,Alive,,,,,,,,
Eward Congar,,Andoran,Male,,,,,,,TEOTW,15,TSR,29,,,,,Two Rivers,,,Alive,,,,,,,,
Eward Candwin,,Andoran,Male,,,,,Stout,,,,,,TEOTW,9,TSR,56,Two Rivers,,,Alive,,,,,,,,
Eward Aybara,,Andoran,Male,,,,,Stout,,TSR,29,TSR,40,,,,,Two Rivers,,,Dead,999 NE,,,,,,,
Ewal Coplin,,Andoran,Male,,,,,,,TEOTW,4,,,TSR,43,TSR,43,Two Rivers,,,Alive,,,,,,,,
Evon,,Amadician,Male,,,Balding,Piggy,Fat,,,,TFOH,34,TFOH,18,TFOH,18,,,,Alive,,Cook,,,,,,
Evin Vinchova,984 NE,Kandori,Male,,,,,,,,,AMOL,37,TPOD,26,AMOL,14,The Shadow,,Dedicated,Dead,1000 NE,Asha'man,,,,,,
Evard Cordwyn,,Andoran,Male,Tall,,,,,,,,,,KOD,16,KOD,35,Elayne Trakand,,Captain,Dead,1000 NE,Mercenary,,,,,,
Evan,,Amadician,Male,,,,,,,TFOH,18,TFOH,18,,,,,Darkfriend,,,Alive,,Cook,,,,,,
Eurian Romavni,,Kandori,Male,,,,,,,TSR,11,TSR,11,,,,,,,,Unknown,,Author,,,,,,
Ethin,,Tairen,Male,,,White,,Bony,,,,KOD,20,KOD,18,KOD,18,Algarin Pendaloan,,,Alive,,Servant,,,,,,
Estevan Tonarma,,Tairen,Male,,,,,Lanky,,,,,,LOC,4,LOC,4,,Lord,,Alive,,,,,,,,
Estean Andiama,,Tairen,Male,,,Lanky,,,,,,AMOL,Prologue,TSR,2,KOD,26,Band of the Red Hand,Lord,Banner-General,Alive,,Soldier,,,,,,
Ershin Netari,,Illianer,Male,,,,,,,TPOD,24,TPOD,24,,,,,Dragon Reborn,Lord,,Alive,,,,,,,,
Erim,,Aiel,Male,,,"Red, going white",Green,,,TSR,49,,,TSR,57,LOC,4,,,,Alive,,Clan chief,,Chareen,,,,
Eri,,Andoran,Male,,,,,,,,,,,AMOL,Prologue,AMOL,Prologue,,,,,,Soldier,,,,,,
Eran,,Saldaean,Male,,,,,,,TSR,41,TSR,41,,,,,,,,Alive,,Soldier,,,,,,
Eram Talkend,,Andoran,Male,,,,,,,COT,Prologue,COT,Prologue,,,,,House Marne,,,Alive,,,,,,,,
Enkazin,,Saldaean,Male,,,,Tilted,,,,,,,KOD,Epilogue,KOD,Epilogue,Black Tower,,Soldier (Asha'man),Alive,,Asha'man,,,,,,
Emarin Pendaloan,,Tairen,Male,,,,,,,COT,23,,,,,,,Tear,Lord,,Dead,,,,,,,,
Emares,,Tairen,Male,,,,,,,NS,1,NS,1,,,,,Tear,Lord,,Alive,,,,,,,,
Elyas Machera,,Tairen,Male,,,"Brown, graying",Golden,,,,,,,NS,7,AMOL,40,,,,Alive,,,,,,,,
Elver Shaene,,Murandian,Male,,,,,,,,,,,ACOS,34,,,,,,Alive,,Soldier,,,,,,
Elricain Tavolin,,Cairhienin,Male,,,Shaved,,,,,,,,TGH,21,TGH,25,,,,Alive,,Soldier,,,,,,
Ellisar,,Unknown,Male,,,,,,,NS,6,NS,6,,,,,,Lord,,Alive,,,,,,,,
Elegar,,Andoran,Male,,,,,,,,,,,TFOH,Prologue,LOC,2,Darkfriend,Lord,,Alive,,,,,,,,
Elber,,Andoran,Male,,,,Beady,Pudgy,,,,,,TDR,45,TDR,47,Queen's Guard,,,Alive,,,,,,,,
Elam Dowtry,,Andoran,Male,,,,,,,,,LOC,Prologue,TEOTW,Ravens,TSR,56,Two Rivers,,,Alive,,,,,,,,
Einor Saren,,Unknown,Male,Tall,,,,,,,,,,TGH,5,LOC,31,Children of the Light,,Inquisitor,Alive,,Inquisitor,,,,,,
Einar,,Unknown,Male,,,,,,,,,,,AMOL,37,AMOL,37,,,Asha'man,Dead,1000 NE,Asha'man,,,,,,
Ehvin,,Murandian,Male,,,,,,,KOD,2,KOD,2,,,,,Rebel Aes Sedai,,,Alive,,Servant,,,,,,
Efraim Yamada,,Seanchan,Male,Tall,,"Graying, bowl-and-tail cut",,,,WH,28,,,KOD,Epilogue,TGS,19,Ever Victorious Army,,Banner-General,Alive,,Soldier,,,,,,
Edorion Selorna,,Tairen,Male,,,Dark,,Lean,,,,,,TSR,2,KOD,26,Band of the Red Hand,Lord,Banner-General,Alive,,Soldier,,,,,,
Eddar,,Cairhienin,Male,,,,,,,,,,,TOM,19,TOM,19,Band of the Red Hand,,,Alive,,,,,,,,
Eben Hopwil,984 NE,Andoran,Male,,,,,Skinny,,,,TGS,7,LOC,3,WH,35,The Dragon Reborn,,Asha'man,Dead,1000 NE,Asha'man,,,,,,
Eban Vandes,,Unknown,Male,,,,,,,TSR,2,TSR,2,,,,,,,,Dead,,Author,,,,,,
Eazil Forney,,Andoran,Male,,,,,,,,,,,TEOTW,31,TEOTW,31,Andor,,,Alive,,Farmer,,,,,,
Easar Togita,,Shienaran,Male,Short,,White topknot,,,,TEOTW,48,,,TPOD,Prologue,AMOL,10,,King of Shienar,King,Alive,,,,,,,,
Earwin,,Unknown,Male,Tall,,,Gray,,,,,,,TGH,29,TGH,29,Children of the Light,,,Alive,,Soldier,,,,,,
Eamon Valda,,Unknown,Male,Average,,,,,,TGH,5,TOM,41,LOC,31,KOD,Prologue,Children of the Light,,Lord Captain Commander,Dead,1000 NE,Soldier,,,,,,
Eagan Padros,,Illianer,Male,,,,,,,,,,,TPOD,21,TPOD,22,,,,Dead,1000 NE,,,,,,,
Eadwin,,Far Madding,Male,,,,,,,TPOD,Prologue,TPOD,Prologue,,,,,,,,Dead,,,,,,,,
Evasni,,Aiel,Female,,,"Dark red, short with a tail at back",,Lanky,,,,,,TOM,32,TOM,32,,,,Alive,,,,Unknown clan,Unknown sept,,,
Evanellein Lorn,855 NE,Andoran,Female,,,,,,,,,,,TFOH,Prologue,TOM,38,Black Ajah,,Aes Sedai,Dead,1000 NE,Sitter,Gray Ajah,,,,,
Ethenielle Cosaru Noramaga,946 NE,Kandori,Female,"5'4""",,"Black, dusted with gray",Clear blue,Plump,,NS,22,AMOL,18,TPOD,Prologue,AMOL,10,Kandor,Kandor,Queen,Alive,,,,,,,,
Ester Norham,,Andoran,Female,,,,,,,WH,26,WH,26,,,,,,,,Alive,,,,,,,,
Estanda,,Tairen,Female,,,,,,,,,,,TSR,21,TGS,42,,High Lady,,Alive,,,,,,,,
Estalaine,,Aiel,Female,,,,Blue,,,,,,,ACOS,Prologue,ACOS,Prologue,Sevanna,,,Dead,1000 NE,Wise One,,Shaido,Unknown sept,,,
Estair,,Aiel,Female,,,Red,"Gray, serious",Slender,,,,,,LOC,27,LOC,33,,,,Alive,,Wise One apprentice,,Unknown clan,Unknown sept,,,
Essonde,,Seanchan,Female,,,,,,,WH,20,,,WH,31,WH,31,,,,Alive,,,,,,,,
Essande,,Andoran,Female,,,White,,Slim,,,,,,WH,9,KOD,35,House Trakand,,,Alive,,Maid,,,,,,
Espara Soman,,Unknown,Female,,,,,,,LOC,Prologue,LOC,Prologue,,,,,,,,Alive,,Apprentice,,,,,,
Esole,,Aiel,Female,,,,,,,,,,,TSR,26,TSR,26,,,,Dead,,,,Da'shain Aiel,,,,
Esne,,Kandori,Female,,,,,,,,,,,NS,22,NS,26,,,,Alive,,Servant,,,,,,
Esmara Getares,,Unknown,Female,,,,,,,LOC,26,LOC,26,,,,,,Lady,Lady,Dead,,,,,,,,
Escaralde Hamdey,,Far Madding,Female,Tiny,,,,,,,,,,LOC,13,KOD,23,White Tower,,Aes Sedai,Alive,,,Brown Ajah,,,,,
Erith,,Unknown,Female,Short (for an Ogier),,Black,The color of a silverbell's ripe seedpod,,Ogier,TEOTW,42,,,TGH,35,AMOL,37,,,,Alive,,,,,,,,
Erian Boroleos,951 NE,Illianer,Female,,,Black,Brown,,,,,,,LOC,Prologue,TGS,48,White Tower,,Aes Sedai,Alive,,,Green Ajah,,,,,
