name,birth,nationality,gender,height,weight,hair_color,eye_color,build,race,first_mentioned_book,first_mentioned_chapter,first_appeared_book,first_appeared_chapter,last_appeared_book,last_appeared_chapter,affiliation,title,rank,status,death,occupation,ajah,clan,sept
Catala Lucanvalle,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,,Amyrlin Seat,Aes Sedai,Dead,250 NE,,Yellow Ajah,,
Carlys Ankerin,,Andoran,Female,,,Gray,,,,,,LOC,1,LOC,2,House Marne,,,Alive ,,,,,
Caseille Raskovni,,Arafellin,Female,,,,,Lean,,,,WH,7,KOD,35,Queen's Guard,,Lieutenant,Alive ,,Soldier,,,
Carlinya Sorevin,,Kandori,Female,,,"Dark, curly",Almost black,,,NS,4,TGH,4,KOD,1,White Tower,,Aes Sedai,Dead,1000 NE,,White Ajah,,
Carlys,,Andoran,Female,,,"Gray, curled",,,,,,LOC,1,LOC,2,,Lady,,Alive ,,,,,
Carlya,,Tar Valon,Female,,,,,,,,,TGS,31,TGS,31,,,,Alive ,,Maid,,,
Carin,,Altaran,Female,,,,,,,,,ACOS,16,,,,,,Alive ,,Servant,,,
Carniele Emares,,Tairen,Female,,,,,,,WH,Prologue,,,,,White Tower,,Aes Sedai,Alive ,,,Yellow Ajah,,
Carenna,,Unknown nationality,Female,,,,,,,LOC,Prologue,,,,,White Tower,,Aes Sedai,Alive ,,,Unknown Ajah,,
Caren Endelle,,Unknown nationality,Female,,,,,,,The Wheel of Time Companion,,,,,,,,Aes Sedai,Alive ,,,Red Ajah,,
Carewin Damodred,,Cairhienin,Female,,,,,,,NS,12,,,,,,Queen of Cairhien ,Queen,Dead,,,,,
Cariandre Temalien,932 NE,Ghealdanin,Female,,,,,Plump,,,,KOD,2,TGS,25,White Tower,,Aes Sedai,Alive ,,,Red Ajah,,
Careme Mowly,,Murandian,Female,,,,,,,,,NS,5,NS,5,,,,Alive ,,,,,
Careane Fransi,,Domani,Female,,,,,Stout,,,,ACOS,30,KOD,31,Black Ajah,,Aes Sedai,Dead,1000 NE,,Green Ajah,,
Carelle,,Aiel,Female,,,Fiery,Piercing,,,,,TPOD,9,KOD,29, ,,,Alive ,,Wise One,,Unknown clan,Unknown sept
Careen,,Aiel,Female,,,,,,,,,TSR,3,TSR,6,,,,Alive ,,,,Unknown clan,Unknown sept
Caredwain,,Cairhienin,Female,,,,,,,TGH,21,,,,,,,,Alive ,,Healer,,,
Caraighan Maconar,212 AB,Unknown nationality,Female,,,,,,,LOC,54,,,,,,,Aes Sedai,Dead,373 AB,,Green Ajah,,
Caraline Damodred,,Cairhienin,Female,Short,,"Black, shoulder-length","Large, dark",Slim,,LOC,17,ACOS,35,TGS,42,,Lady,High Seat,Alive ,,,,,
Caralin,,Andoran,Female,,,,,Slim,,,,TFOH,1,TFOH,1,House Bryne,,,Alive ,,,,,
Carahuin,,Aiel,Female,,,Flaxen,Like polished sapphires,,,,,ACOS,1,TPOD,Prologue, ,,,Alive ,,,,Unknown clan,Unknown sept
Cara,,Andoran,Female,,,,,,,,,TFOH,1,TFOH,1,,,,Alive ,,Maid,,,
Callie,,Unknown nationality,Female,,,,,,,,,ACOS,17,ACOS,17,The Kin,,,Dead,1000 NE,Wise Woman,,,
Camaille Nolaisen,,Cairhienin,Female,,,,,,,,,ACOS,4,KOD,12,Cha Faile,Lady,,Alive ,,,,,
Calindin,960 NE,Taraboner,Female,,,"Black, multitude of braids",,,,,,LOC,14,LOC,14,White Tower,,Accepted,Alive ,,,,,
Calder,,Andoran,Female,,,,,,,TEOTW,7,,,,,Two Rivers,,,Alive ,,,,,
Calle Coplin,,Andoran,Female,,,,,,,,,TEOTW,Ravens,TEOTW,Ravens,Two Rivers,,,Alive ,,,,,
Caire din Gelyn Running Wave,,,Female,,,,Dark,,,,,TPOD,5,KOD,22,,,Windfinder,Alive ,,,,,
Calian,,Unknown nationality,Female,,,,,,,,,TGH,47,TGH,47,Horn of Valere,,Hero of the Horn,Bound to the Wheel,,,,,
Caira,,Altaran,Female,,,,Smoky,,,,,ACOS,17,WH,19,,,,Alive ,,Maid,,,
Cairlyn Nesolle,,Unknown nationality,Female,,,,,Willowy,,The Wheel of Time Companion,,,,,,White Tower,,Aes Sedai,Alive ,,,Yellow Ajah,,
Cairen,,Altaran,Female,,,,,,,KOD,Prologue,,,,,,Lady,,Alive ,,,,,
Caiden,,Domani,Female,,,,,Plump,,,,KOD,13,KOD,13,The Kin,,,Alive ,,,,,
Cadsuane Melaidhrin,705 NE,Far Madding,Female,"5'5""",,Iron gray,Nearly black,,,,,NS,17,AMOL,Epilogue,White Tower,Amyrlin Seat,Aes Sedai,Alive ,,,Green Ajah,,
Adela,,Altaran,Female,,,,,Lanky,,,,KOD,6,KOD,6,,,,Alive ,,Stableman,,,
Cabriana Mecandes,911 NE,Tairen,Female,,,"Long, Golden",Pale Blue,,,,,NS,12,LOC,6,,,Aes Sedai,Dead,999 NE,,Blue Ajah,,
Breyan Mandragoran,,Malkieri,Female,,,,,,,TEOTW,47,,,,,,Lady,Lady,Unknown,955 NE,,,,
Brendas,946 NE,Unknown nationality,Female,,,,"Dark, cool",,,NS,2,NS,3,TOM,37,Rebel Aes Sedai,,Aes Sedai,Alive ,,,White Ajah,,
Boreane Carivin,,Cairhien,Female,,,,,,,,,TPOD,14,TPOD,21,,,,Alive ,,Servant,,,
Breane Taborwin,,Cairhienin,Female,,,,Dark,,,,,TGH,32,TOM,44,Morgase Trakand,Lady,,Alive ,,,,,
Bonwhin Meraighdin,FY 738,Unknown nationality,Female,,,,,,,TGH,5,,,,,White Tower,Amyrlin Seat,Aes Sedai,Dead,FY 996,,Red Ajah,,
Bodewhin Cauthon,983 NE,Andor,Female,,,"Long, braided","Unknown, described as ""Big"" and likely Brown",Plump,,TSR,13,TSR,33,KOD,23,White Tower,,Novice,Alive ,,,,,
Varuota,,Seanchan,Female,,,,,,,AMOL,24,,,,,,,Empress,Dead,,,,,
Blaes,,Unknown nationality,Female,,,,,,,TEOTW,17,TGH,47,AMOL,39,Horn of Valere,,Hero of the Horn,Bound to the Wheel,,,,,
Varilin Zanaire,831 NE,Saldaean,Female,Tall,,Red,,Slender,,LOC,13,LOC,30,TOM,27,White Tower,,Aes Sedai,Alive ,,Sitter,Gray Ajah,,
Varuna Morrigan,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,,Amyrlin Seat,Aes Sedai,Dead,681 NE,,Green Ajah,,
Vanora Carridin,,Amadician,Female,,,,,,,TSR,38,,,,,,,,Dead,,Unknown occupation,,,
Valinde Nathenos,,Illianer,Female,,,,,Stout,,LOC,41,LOC,49,LOC,49,White Tower,,Aes Sedai,Alive ,,,White Ajah,,
Vandene Namelle,Around 700 NE,Mayener,Female,,,White,,Slender,,,,TGH,22,KOD,31,Rebel Aes Sedai,,Aes Sedai,Dead,1000 NE,,Green Ajah,,
Valera Prosnarin,,Ghealdanin,Female,,,,,,,RPG,,,,,,,Lady,Lady,Dead,,,,,
Valera Gorovni,748 NE,Kandori,Female,Little,,,,Plump,,,,NS,7,NS,8,White Tower,,Aes Sedai,Dead,979 NE,,Brown Ajah,,
Valene Sural,972 NE,Unknown nationality,Female,,,,,,,The Wheel of Time Companion,,,,,,,,Aes Sedai,Alive ,,,Red Ajah,,
Vadere,,Altaran,Female,,,,,,,,,COT,26,COT,26,,,,Alive ,,Innkeeper,,,
Birlen Pena,,Unknown nationality,Female,,,,,,,TGS,39,,,,,Black Ajah,,Aes Sedai,Alive ,,,Unknown Ajah,,
Birgitte Silverbow,,Unknown nationality,Female,"5'7""",,Blonde,Blue,,,,,TGH,47,AMOL,Epilogue,House Trakand,Captain-General,Hero of the Horn,Bound to the Wheel,,Warder,,,
Bharatine,921 NE,Unknown nationality,Female,,,,,Thin,,,,LOC,14,LOC,30,White Tower,,Aes Sedai,Alive ,,,Green Ajah,,
Biranca Hasad,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,,,Aes Sedai,Dead,,,Unknown Ajah,,
Betse Silvin,,Cairhienin,Female,,,,,,,,,LOC,5,LOC,5,,,,Alive ,,Serving girl,,,
Bethamin Zeami,,Seanchan,Female,Tall,,,Dark,,,,,TSR,38,TOM,17,White Tower,,,Alive ,,,,,
Berylla Naron,933 NE,Illianer,Female,,,Black,Dark Brown,Lean,,,,TFOH,18,TFOH,18,Black Ajah,,Aes Sedai,Alive ,,,Blue Ajah,,
Beryl Marle,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,,Amyrlin Seat,Aes Sedai,Dead,533 NE,,White Ajah,,
Berowyn al'Vere,,Andoran,Female,,,,,,,TEOTW,Ravens,,,,,Two Rivers,,,Alive ,,,,,
Bernaile Gelbarn,,Taraboner,Female,,,Braided with beads,,Stocky,,TPOD,26,COT,Prologue,COT,Prologue,White Tower,,Aes Sedai,Alive ,,,White Ajah,,
Berisha Terakuni,,Arafellin,Female,Short,,,Hard,Lean,,,,ACOS,Prologue,AMOL,33,White Tower,,Aes Sedai,Dead,1000 NE,,Gray Ajah,,
Berowin Doraisin,,Cairhienin,Female,Short,,,,Stout,,,,ACOS,23,ACOS,23,The Kin,,,Alive ,,Wise Woman,,,
Berenicia Morsad,838 NE,Shienaran,Female,,,,,Plump,,LOC,41,LOC,46,LOC,49,White Tower,,Aes Sedai,Alive ,,,Yellow Ajah,,
Berana Shemon,,Shienaran,Female,,,,"Brown, Big",,,,,COT,19,TGS,43,White Tower,,Aes Sedai,Alive ,,Sitter,White Ajah,,
Berelain sur Paendrag Paeron,,Mayener,Female,,,"Long, black","Big, dark",,,TGH,9,TDR,53,AMOL,37,Perrin Aybara,First of Mayene,Lady,Alive ,,First of Mayene,,,
Beonin Marinye,936 NE,Taraboner,Female,,,"Dark, Honey-colored",Blue-gray,,,,,TFOH,27,KOD,24,White Tower,,Aes Sedai,Alive ,,,Gray Ajah,,
Bera Harkin,,Andoran,Female,,,"Brown, short",Brown,Stocky,,TFOH,27,LOC,49,AMOL,23,White Tower,,Aes Sedai,Alive ,,,Green Ajah,,
Beralna,,Aiel,Female,,,Red,Blue,Bony,,,,LOC,49,TGS,29, ,,,Alive ,,,,Unknown clan,Unknown sept
Belinde,,Aiel,Female,,,Nearly White,Pale Blue,Skinny,,,,ACOS,Prologue,KOD,30,Sevanna,,,Alive ,,Wise One,,Shaido,Unknown sept
Bennae Nalsad,,Shienaran,Female,,,"Dark, Heavily graying","Blue, Sharp",Slender,,TDR,37,KOD,24,TGS,12,White Tower,,Aes Sedai,Alive ,,,Brown Ajah,,
Belevaere Osiellin,,Cairhienin,Female,,,,,,,,,TGH,32,TOM,50,Elayne Trakand,Lady,,Alive ,,,,,
Beldeine Nyram,966 NE,Saldaean,Female,,,Curly,"Brown, slightly tilted",,,,,TDR,22,TGS,48,White Tower,,Aes Sedai,Dead,1000 NE,,Green Ajah,,
Beldemaine,,Arafellin,Female,,,With silver bells,,Plump,,,,LOC,30,LOC,30,White Tower,,Aes Sedai,Alive ,,,Yellow Ajah,,
Beldair,,Cairhienin,Female,Tall,,Gray,,Stout,,,,COT,Prologue,COT,Prologue,,,,Alive ,,Cook,,,
Beira,,Aiel,Female,,,,,,,,,,,LOC,15,Bair,,,Alive ,,,,Unknown clan,Unknown sept
Barasine,,Unknown nationality,Female,Tall,,,,Lanky,,LOC,8,KOD,Prologue,TOM,27,White Tower,,Aes Sedai,Alive ,,Sitter,Red Ajah,,
Belairah,,Saldaean,Female,,,,,,,TOM,16,,,,,,,,Dead,,Queen,,,
Ballair,,Unknown nationality,Female,,,,,,,LOC,26,,,,,,,Aes Sedai,Dead,,,Unknown Ajah,,
Barashelle,,Unknown nationality,Female,,,,,,,TFOH,24,,,,,,,Aes Sedai,Dead,,,Unknown Ajah,,
Balladare Arandaille,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,White Tower,Amyrlin Seat,Aes Sedai,Dead,142 NE,,Brown Ajah,,
Bair,,Aiel,Female,,,White,,,,TDR,39,TSR,23,AMOL,Epilogue,,,,Alive ,,Wise One,,Shaarad,Haido
Bain,,Aiel,Female,Tall,,Fiery red,Dark blue,,,,,TDR,38,AMOL,44, ,,,Alive ,,,,Shaarad,Black Rock
Baerin,,Aiel,Female,,,,,,,,,,,,,,,,Alive ,,,,Unknown clan,Unknown sept
Tylee Khirgan,,Seanchan,Female,Tall,,"Black, graying at temples, close-cut, curly",,Lean,,KOD,Prologue,KOD,4,AMOL,37,Ever Victorious Army,,Lieutenant-General,Alive ,,Soldier,,,
Tuva,,Domani,Female,,,,,,,TPOD,12,,,,,,,,Dead,1000 NE,,,,
Turanna Norill,,Unknown nationality,Female,,,,,,,,,TPOD,Prologue,TPOD,Prologue,White Tower,,Aes Sedai,Alive ,,,White Ajah,,
Tsutama Rath,827 NE,Kandori,Female,,,Black,,,,,,NS,6,KOD,Epilogue,White Tower,Highest,Aes Sedai,Alive ,,Ajah Head,Red Ajah,,
Turese,,Unknown nationality,Female,,,,,,,,,TGS,39,TGS,39,White Tower,,Aes Sedai,Alive ,,,Red Ajah,,
Turanine Merdagon,,Unknown nationality,Female,,,"White, straight, waist-length","Dark, tilted",,,KOD,2,,,,,White Tower,,Aes Sedai,Dead,957 NE,,Unknown Ajah,,
Tuandha,,Aiel,Female,Tall,,,,,,,,COT,8,COT,8, ,,,Alive ,,,,Unknown clan,Unknown sept
Toveine Gazal,811NE,Saldaean,Female,Short,Slightly plump,"Dark, long, glossy",Dark,,,ACOS,Prologue,TPOD,26,AMOL,14,The Shadow,,Aes Sedai,Unknown,,,Red Ajah,,
Tion,,Aiel,Female,Tall,,Gray,,Wide,,,,ACOS,Prologue,TPOD,11,Sevanna,,,Alive ,,Wise One,,Shaido,Unknown sept
Tylin Quintara Mitsobar,,Altaran,Female,Nynaeve,,Long glossy black,Large dark,,,LOC,7,LOC,48,WH,31,,Mistress of the Four Winds,Queen,Dead,1000 NE,,,,
Torkumen,,Saldaean,Female,,,,,,,,,TOM,24,TOM,24,Darkfriend,,,Dead,1000 NE,Lady,,,
Timna,,Amayarin,Female,,,,,,,,,WH,35,,,,,,Dead,,,,,
Tigraine Mantear,950 NE,Andoran,Female,,,Golden,,,,TEOTW,34,,,,,,Lady,Daughter-heir,Dead,978 NE,,,Taardad,Chumai
Tiedra,,Cairhienin,Female,,,,,Plump,,,,TGH,31,TGH,33,,,,Alive ,,Innkeeper,,,
Tiana Noselle,,Unknown nationality,Female,Short,,,"Large, brown",Slight,,LOC,Prologue,ACOS,11,TOM,3,White Tower,,Aes Sedai,Alive ,,,Gray Ajah,,
Tinna,,Unknown nationality,Female,,,Brown,,Statuesque,,,,AMOL,37,AMOL,40,Dragonsworn,,,Alive ,,,,,
Thurasa,,Domani,Female,,,,,,,,,TGS,Prologue,TGS,Prologue,Council of Merchants,,,Unknown,1000 NE,Merchant,,,
Therva Maresis,862 NE,Unknown nationality,Female,,,,,Slim,,,,TFOH,50,COT,19,White Tower,,Aes Sedai,Alive ,,,Yellow Ajah,,
Tialin,,Aiel,Female,,,Red,,Lanky,,,,LOC,25,TPOD,Prologue, ,,,Alive ,,Wise One,,Unknown clan,Unknown sept
Theodrin Dabei,966 NE,Domani,Female,,,,,Willowy,,,,TDR,11,AMOL,37,White Tower,,Aes Sedai,Alive ,,,Brown Ajah,,
Tetsuan,,Unknown nationality,Female,,,,,,,TGH,5,,,,,White Tower,Amyrlin Seat,Aes Sedai,Dead,1200 AB,,Red Ajah,,
Teslyn Baradon,870 NE,Illianer,Female,,,,Dark brown,Scrawny,,,,TFOH,Prologue,AMOL,37,White Tower,,Aes Sedai,Alive ,,Sitter,Red Ajah,,
Tesan,,Taraboner,Female,,,"Dark, beaded braids",,,,,,KOD,Prologue,TGS,46,White Tower,,Aes Sedai,Alive ,,,White Ajah,,
Tesien Jorhald,692 NE,Unknown nationality,Female,,,,,,,ACOS,32,,,,,White Tower,Highest,Aes Sedai,Dead,983 NE,,Red Ajah,,
Therava,,Aiel,Female,Tall,Slim,Gray,Blue,,,,,LOC,Prologue,KOD,30,,,,Alive ,,Wise One,,Shaido,Unknown sept
Teryane,,Saldaean,Female,,,,,,,LOC,45,,,,,,,,Alive ,,,,,
Termylle,,Andoran,Female,,,,,,,RPG,,,,,,,Queen of Andor ,Queen,Dead,,,,,
Teodora,,Saldaean,Female,,,,,,,TFOH,29,,,,,,,,Dead,,,,,
Teramina,,Unknown nationality,Female,,,,,,,TGS,Epilogue,,,,,White Tower,,Aes Sedai,Alive ,,,Green Ajah,,
Teresia,,Ghealdanin,Female,,,,,,,,,,,,,,Defender of Garen's Wall,Former Queen,Alive ,,Lady,,,
Teran,,Amadician,Female,,,,,,,TFOH,10,,,,,,,,Alive ,,,,,
Tellindal Tirraso,,Unknown nationality,Female,,,,,,,TOM,51,,,,,,,,Dead,,,,,
Temaile Kinderode,,Cairhienin,Female,Small,,"Dark, shoulder-length","Blue, big",Slight,,NS,2,TSR,52,TOM,23,Black Ajah,,Aes Sedai,Dead,1000 NE,,Gray Ajah,,
Tenobia si Bashere Kazadi,,Saldaean,Female,Tall,,,"Purple, tilted",,,TSR,17,TPOD,Prologue,AMOL,29,,Shield of the North,Queen,Dead,,,,,
Teire Alentaine,,Unknown nationality,Female,,,,,,,The Wheel of Time Companion,,,,,,White Tower,,Aes Sedai,Alive ,,,Gray Ajah,,
Telaisien,,Andoran,Female,,,,,,,LOC,26,,,,,,Queen,Queen of Andor,Dead,,,,,
Tebreille din Gelyn South Wind,,,Female,,,,"Big, dark",,,,,TPOD,5,KOD,22,,,Windfinder,Alive ,,,,,
Tehan,,Seanchan,Female,,,White,Incredibly green,Wide,,,,WH,14,WH,14,,,,Alive ,,Ship captain,,,
Tazenia Nerenhald,,Taraboner,Female,,,,,,,RPG,,,,,,Artur Hawkwing,Queen of Tarabon ,Queen,Dead,,,,,
Taval din Chanai Nine Gulls,,,Female,,,,,,,,,LOC,32,ACOS,34,,,Windfinder,Alive ,,,,,
Tava,,Aiel,Female,Tall,,,,,,TOM,48,,,,,,,,Unknown,,Unknown occupation,,Unknown clan,Unknown sept
Tauan,,Seanchan,Female,,,,,,,TPOD,6,,,,,,,,Dead,1000 NE,,,,
Tarna Feir,950 NE,Altaran,Female,,,Pale yellow,Blue,,,,,NS,3,AMOL,14,The Shadow,,Aes Sedai,Alive ,,,Red Ajah,,
Tanera,,Seanchan,Female,,,,,,,,,TGS,Prologue,,,,,,Dead,1000 NE,,,,
Tamra Ospenya,,Unknown nationality,Female,,,"Dark, streaked with gray",,,,,,NS,2,NS,12,,Amyrlin Seat,Aes Sedai,Dead,979 NE,,Blue Ajah,,
Tamika,,Unknown nationality,Female,,,,,,,RPG,,,,,,,High Queen ,Queen,Dead,,,,,
Tamsin Ituralde,,Domani,Female,,,,,,,COT,Prologue,,,,,Arad Doman,,,Alive ,,,,,
Tamore Alkohima,,Domani,Female,,,,,Full-figured,,,,NS,13,NS,13,,,,Alive ,,Seamstress,,,
Tamela,,Aiel,Female,,,,,Bony,,,,WH,Prologue,WH,Prologue,,,,Alive ,,Wise One,,Goshien,Unknown sept
Talva,,Unknown nationality,Female,,,Golden,,Thin,,,,TOM,14,TOM,14,Black Ajah,,Aes Sedai,Dead,,,Yellow Ajah,,
Talene Minly,840 NE,Andoran,Female,Tall,,Golden,Blue,Statesque,,,,ACOS,32,KOD,Prologue,Black Ajah,,Aes Sedai,Unknown,,Sitter,Green Ajah,,
Talha,,Seanchan,Female,,,,,,,,,TGS,Prologue,TGS,Prologue,,,,Alive ,,,,,
Tamala,,Unknown nationality,Female,,,,,,,,,TGS,40,TGS,40,White Tower,,Novice,Alive ,,,,,
Tamarla,,Altaran,Female,,,"Dark with long, white streaks",Dark,Bone-lean,,,,ACOS,31,TPOD,1,The Kin,,Elder,Alive ,,Wise Woman,,,
Taisa,,Seanchan,Female,,,Dark,,,,,,TSR,1,TSR,1,,,,Alive ,,,,,
Talaan din Gelyn,981 NE,Sea Folk,Female,,,,,Very slim,,,,ACOS,37,AMOL,42,,,,Alive ,,Windfinder,,,
Talana,,Andoran,Female,,,,,,,TOM,49,,,,,,Queen,,Unknown,,,,,
Takima Deraighdin,844 NE,Andoran,Female,Tiny,,"Long, Black",,,,,,TGH,39,TOM,27,White Tower,,Aes Sedai,Alive ,,Sitter,Brown Ajah,,
Tabiya,983 NE,Andoran,Female,,,,Green,,,,,LOC,8,LOC,39,White Tower,,Novice,Alive ,,,,,
Tabi,,Seanchan,Female,,,,,,,,,TGS,Prologue,TGS,Prologue,,,,Alive ,,,,,
Yukiri Haruna,837 NE,Arafellin,Female,,,,Green,Tiny,,,,TPOD,26,AMOL,Epilogue,White Tower,,Aes Sedai,Alive ,,Sitter,Gray Ajah,,
Yanet,,Unknown nationality,Female,,,,,,,TOM,Prologue,,,,,,,,Dead,,,,,
