name,birth,nationality,gender,height,weight,hair_color,eye_color,build,race,first_mentioned_book,first_mentioned_chapter,first_appeared_book,first_appeared_chapter,last_appeared_book,last_appeared_chapter,affiliation,title,rank,status,death,occupation,ajah,clan,sept
Aliane Senican,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,,Amyrlin Seat,Aes Sedai,Dead,355 NE,,White Ajah,,
Alida Aldragoran,,Saldaean,Female,,,,,,,KOD,20,,,,,,,,Alive,,,,,
Alind Dyfelle,,Unknown nationality,Female,,,,,,,ACOS,19,,,,,White Tower,,Aes Sedai,Dead,,,Gray Ajah,,
Alis,,Altaran,Female,,,,,,,,,ACOS,28,,,,,,Alive,,Servant,,,
Alesune Chulin,,Shienaran,Female,,,"Long, black with two thin white streaks",,Slim,,,,TPOD,Prologue,TPOD,Prologue,Easar Togita,,,Alive,,,,,
Alene al'Vere,969 NE,Andoran,Female,,,Braided,,,,TEOTW,Ravens,,,,,Two Rivers,,,Alive,,,,,
Alfara,,Amadician,Female,,,"gray, curly, long",,Plump,,,,TFOH,13,TFOH,13,,,,Alive,,Innkeeper,,,
Alesinde,,Andoran,Female,,,,,,,LOC,26,,,,,,Queen,Queen of Andor,Dead,FY 1035,,,,
Aleis Barsalla,,Far Madding,Female,Tall,,Long dark winged with white,,,,,,WH,24,WH,34,,,First Counsel,Alive,,,,,
Aleis Romlin,,Far Madding,Female,,,,,,,TWORJTWOT,,,,,,,Amyrlin Seat,Aes Sedai,Dead,922 NE,,Green Ajah,,
Alarys,,Aiel,Female,,,Dark,,,,,,ACOS,Prologue,COT,9,Sevanna,,,Alive,,Wise One,,Shaido,Unknown sept
Aledrin Malenry,,Taraboner,Female,,,Dark Golden,Brown,,,,,NS,3,AMOL,21,White Tower,,Aes Sedai,Alive,,Sitter,White Ajah,,
Alar,,,Female,,,,,,Ogier,,,TGH,36,LOC,20,,Eldest,Elder,Alive,,,,,
Alamindra Cutren,,Arad Doman,Female,,,,,,,TGS,31,,,,,Council of Merchants,,,Alive,,Merchant,,,
Alainia,,Amadician,Female,,,,,Plump,,,,KOD,28,KOD,28,Faile Bashere,,,Alive,,Silversmith,,,
Alanna Mosvani,951 NE,Arafellin,Female,,,"Black, long",Dark dark,Slim,,,,NS,3,AMOL,46,Rebel Aes Sedai,,Aes Sedai,Dead,1000 NE,,Green Ajah,,
Alaine Chuliandred,,Cairhienin,Female,Short,,,,,,,,TGH,32,TOM,50,,Lady,,Alive,,,,,
Akoure Vayet,,Amadician,Female,,,Dark,Brown,Stout,,,,WH,Prologue,WH,Prologue,White Tower,,Aes Sedai,Alive,,,Gray Ajah,,
Ala,,,Female,,,,,,Ogier,TSR,43,,,,,,,,Dead,,,,,
Akarrin Comeris,801 NE,Unknown nationality,Female,,,,Quick,Slim,,,,NS,3,COT,19,Rebel Aes Sedai,,Aes Sedai,Alive,,,Brown Ajah,,
Aisling Noon,954 NE,,Female,Tall,,,,,,,,NS,3,KOD,20,White Tower,,Aes Sedai,Alive,,,Green Ajah,,
Aisha Raveneos,,Illianer,Female,,,,"Brown, Soft",Stout,,NS,7,NS,8,NS,8,White Tower,,Aes Sedai,Dead,979 NE,,Gray Ajah,,
Ailil Riatin,,Cairhienin,Female,Average,,,,"Slim, quite pretty",,,,TPOD,21,TOM,50,Elayne Trakand,Lady,,Alive,,,,,
Ailene Tolvina,,Kandori,Female,,,,,Lean,,,,NS,23,NS,23,,,,Alive,,Innkeeper,,,
Ailhuin Guenna,,Tairen,Female,,,Gray,Dark,"Large, muscular",,,,TDR,48,TDR,52,,,,Alive,,Wise Woman,,,
Agirin,,Aiel,Female,,,,,,,ACOS,2,,,,,,,,Dead,999 NE,,,Daryne,Shelan
Aiden din Shimura,,,Female,,,Black,Dark,Round,,,,COT,21,COT,21,White Tower,,Aes Sedai,Alive,,Librarian,Brown Ajah,,
Afara,,Unknown nationality,Female,,,,,,,LOC,15,,,,,White Tower,,Aes Sedai,Unknown,,,Green Ajah,,
Aemlyn Carand,,Andoran,Female,,,Graying,,Plump,,TFOH,19,TPOD,17,KOD,35,House Trakand,Lady,High Seat,Alive,,,,,
Aiko,,Kandori,Female,,,Gray,,Plump,,,,NS,24,NS,24,,,,Alive,,Maid,,,
Aelmara,,Unknown nationality,Female,,,,,,,,,KOD,23,KOD,23,Romanda Cassin,,,Alive,,Servant,,,
Aeldra Najaf,,Domani,Female,,,"Short, White",,Lean,,,,NS,7,NS,12,White Tower,Keeper of the Chronicles,Aes Sedai,Alive,,,Blue Ajah,,
Aeron,,Aiel,Female,,,Graying,,,,,,TFOH,23,TPOD,Prologue,,,,Alive,,Wise One,,Nakai,Black Water
Aeldrine Marinye,,Taraboner,Female,,,,,,,KOD,2,,,,,,,,Dead,,Merchant,,,
Aeldene Stonebridge,,Andoran,Female,,,,,,,TFOH,11,ACOS,11,ACOS,11,Rebel Aes Sedai,,Aes Sedai,Alive,,,Blue Ajah,,
Aedelle Baryn,,Andoran,Female,,,,,,,,,COT,15,COT,15,,,,Alive,,Lady,,,
Adrinne Bunt,,Unknown nationality,Female,,,,,,,TOM,1,,,,,,,,Dead,,,,,
Adria,,Unknown nationality,Female,,,,,Slim,,,,WH,15,COT,2,Valan Luca,,,Alive,,Entertainer,,,
Adrielle,,Unknown nationality,Female,Tall,,,,,,,,KOD,27,KOD,27,Turning,,Aes Sedai,Alive,,,Gray Ajah,,
Adine Lewin,,Andoran,Female,,,,,Plump,,,,TSR,32,TSR,32,Two Rivers,,,Alive,,,,,
Adine Canford,905 NE,Andoran,Female,,,"Short, Black",Blue,Plump,,,,NS,14,NS,14,White Tower,,Aes Sedai,Alive,,,Blue Ajah,,
Adora Aybara,983 NE,Andoran,Female,,,,,,,,,TEOTW,Ravens,TEOTW,Ravens,Two Rivers,,,Dead,999 NE,,,,
Adelorna Bastine,796 NE,Saldaean,Female,Short,,Dark,Blue,Slim,,NS,8,KOD,Prologue,AMOL,11,White Tower,Captain-General (Green Ajah),Aes Sedai,Alive,,,Green Ajah,,
Adela,,Altaran,Female,,,,,Lanky,,,,KOD,6,KOD,6,,,,Alive,,Stableman,,,
Adeleas Namelle,735 NE,Mayener,Female,,,White,,Slender,,,,TGH,22,TPOD,28,Rebel Aes Sedai,,Aes Sedai,Dead,1000 NE,,Brown Ajah,,
Adelin,,Aiel,Female,,,Yellow,,,,,,TSR,37,TFOH,44,,,,Alive,,,,Taardad,Jindo
Bromas,,Andoran,Female,,,,,Stout,,,,TOM,8,TOM,8,,,,Alive,,Innkeeper,,,
Brune,,Andoran,Female,,,,,,,TEOTW,33,,,,,,,,Alive,,Healer,,,
Briain,,Aiel,Female,,,,,,,,,WH,6,WH,6,,,,Dead,1000 NE,,,Unknown clan,Unknown sept
Breyan Mandragoran,,Malkieri,Female,,,,,,,TEOTW,47,,,,,,Lady,Lady,Unknown,955 NE,,,,
Brendas,946 NE,Unknown nationality,Female,,,,"Dark, cool",,,NS,2,NS,3,TOM,37,Rebel Aes Sedai,,Aes Sedai,Alive,,,White Ajah,,
Breane Taborwin,,Cairhienin,Female,,,,Dark,,,,,TGH,32,TOM,44,Morgase Trakand,Lady,,Alive,,,,,
Bonwhin Meraighdin,FY 738,Unknown nationality,Female,,,,,,,TGH,5,,,,,White Tower,Amyrlin Seat,Aes Sedai,Dead,FY 996,,Red Ajah,,
Boreane Carivin,,Cairhien,Female,,,,,,,,,TPOD,14,TPOD,21,,,,Alive,,Servant,,,
Bodewhin Cauthon,983 NE,Andor,Female,,,"Long, braided","Unknown, described as ""Big"" and likely Brown",Plump,,TSR,13,TSR,33,KOD,23,White Tower,,Novice,Alive,,,,,
Birlen Pena,,Unknown nationality,Female,,,,,,,TGS,39,,,,,Black Ajah,,Aes Sedai,Alive,,,Unknown Ajah,,
Blaes,,Unknown nationality,Female,,,,,,,TEOTW,17,TGH,47,AMOL,39,Horn of Valere,,Hero of the Horn,Bound to the Wheel,,,,,
Biranca Hasad,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,,,Aes Sedai,Dead,,,Unknown Ajah,,
Birgitte Silverbow,,Unknown nationality,Female,"5'7""",,Blonde,Blue,,,,,TGH,47,AMOL,Epilogue,House Trakand,Captain-General,Hero of the Horn,Bound to the Wheel,,Warder,,,
Betse Silvin,,Cairhienin,Female,,,,,,,,,LOC,5,LOC,5,,,,Alive,,Serving girl,,,
Bharatine,921 NE,Unknown nationality,Female,,,,,Thin,,,,LOC,14,LOC,30,White Tower,,Aes Sedai,Alive,,,Green Ajah,,
Berylla Naron,933 NE,Illianer,Female,,,Black,Dark Brown,Lean,,,,TFOH,18,TFOH,18,Black Ajah,,Aes Sedai,Alive,,,Blue Ajah,,
Bethamin Zeami,,Seanchan,Female,Tall,,,Dark,,,,,TSR,38,TOM,17,White Tower,,,Alive,,,,,
Beryl Marle,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,,Amyrlin Seat,Aes Sedai,Dead,533 NE,,White Ajah,,
Berowyn al'Vere,,Andoran,Female,,,,,,,TEOTW,Ravens,,,,,Two Rivers,,,Alive,,,,,
Berowin Doraisin,,Cairhienin,Female,Short,,,,Stout,,,,ACOS,23,ACOS,23,The Kin,,,Alive,,Wise Woman,,,
Berisha Terakuni,,Arafellin,Female,Short,,,Hard,Lean,,,,ACOS,Prologue,AMOL,33,White Tower,,Aes Sedai,Dead,1000 NE,,Gray Ajah,,
Berenicia Morsad,838 NE,Shienaran,Female,,,,,Plump,,LOC,41,LOC,46,LOC,49,White Tower,,Aes Sedai,Alive,,,Yellow Ajah,,
Bernaile Gelbarn,,Taraboner,Female,,,Braided with beads,,Stocky,,TPOD,26,COT,Prologue,COT,Prologue,White Tower,,Aes Sedai,Alive,,,White Ajah,,
Berana Shemon,,Shienaran,Female,,,,"Brown, Big",,,,,COT,19,TGS,43,White Tower,,Aes Sedai,Alive,,Sitter,White Ajah,,
Berelain sur Paendrag Paeron,,Mayener,Female,,,"Long, black","Big, dark",,,TGH,9,TDR,53,AMOL,37,Perrin Aybara,First of Mayene,Lady,Alive,,First of Mayene,,,
Beralna,,Aiel,Female,,,Red,Blue,Bony,,,,LOC,49,TGS,29,,,,Alive,,,,Unknown clan,Unknown sept
Bera Harkin,,Andoran,Female,,,"Brown, short",Brown,Stocky,,TFOH,27,LOC,49,AMOL,23,White Tower,,Aes Sedai,Alive,,,Green Ajah,,
Bennae Nalsad,,Shienaran,Female,,,"Dark, Heavily graying","Blue, Sharp",Slender,,TDR,37,KOD,24,TGS,12,White Tower,,Aes Sedai,Alive,,,Brown Ajah,,
Beonin Marinye,936 NE,Taraboner,Female,,,"Dark, Honey-colored",Blue-gray,,,,,TFOH,27,KOD,24,White Tower,,Aes Sedai,Alive,,,Gray Ajah,,
Belinde,,Aiel,Female,,,Nearly White,Pale Blue,Skinny,,,,ACOS,Prologue,KOD,30,Sevanna,,,Alive,,Wise One,,Shaido,Unknown sept
Beldemaine,,Arafellin,Female,,,With silver bells,,Plump,,,,LOC,30,LOC,30,White Tower,,Aes Sedai,Alive,,,Yellow Ajah,,
Belevaere Osiellin,,Cairhienin,Female,,,,,,,,,TGH,32,TOM,50,Elayne Trakand,Lady,,Alive,,,,,
Beldair,,Cairhienin,Female,Tall,,Gray,,Stout,,,,COT,Prologue,COT,Prologue,,,,Alive,,Cook,,,
Beldeine Nyram,966 NE,Saldaean,Female,,,Curly,"Brown, slightly tilted",,,,,TDR,22,TGS,48,White Tower,,Aes Sedai,Dead,1000 NE,,Green Ajah,,
Belairah,,Saldaean,Female,,,,,,,TOM,16,,,,,,,,Dead,,Queen,,,
Beira,,Aiel,Female,,,,,,,,,,,LOC,15,Bair,,,Alive,,,,Unknown clan,Unknown sept
Barashelle,,Unknown nationality,Female,,,,,,,TFOH,24,,,,,,,Aes Sedai,Dead,,,Unknown Ajah,,
Barasine,,Unknown nationality,Female,Tall,,,,Lanky,,LOC,8,KOD,Prologue,TOM,27,White Tower,,Aes Sedai,Alive,,Sitter,Red Ajah,,
Ballair,,Unknown nationality,Female,,,,,,,LOC,26,,,,,,,Aes Sedai,Dead,,,Unknown Ajah,,
Balladare Arandaille,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,White Tower,Amyrlin Seat,Aes Sedai,Dead,142 NE,,Brown Ajah,,
Bair,,Aiel,Female,,,White,,,,TDR,39,TSR,23,AMOL,Epilogue,,,,Alive,,Wise One,,Shaarad,Haido
Baerin,,Aiel,Female,,,,,,,,,,,,,,,,Alive,,,,Unknown clan,Unknown sept
Bain,,Aiel,Female,Tall,,Fiery red,Dark blue,,,,,TDR,38,AMOL,44,,,,Alive,,,,Shaarad,Black Rock
Cyndane,,Unknown nationality,Female,Short,,Silver,Blue,,,,,TPOD,12,AMOL,22,,,Chosen,Dead,1000 NE,,,,
Cyprien,,Far Madding,Female,,,,,,,,,WH,24,WH,34,,,Counsel,Alive,,,,,
Cumere Powys,,Far Madding,Female,,,,,,,,,WH,24,WH,34,,,Counsel,Alive,,,,,
Cowinde,,Aiel,Female,,,,"Blue, deep",,,,,TFOH,5,LOC,33,Melaine,,,Alive,,,,Unknown clan,Unknown sept
Coura,,,Female,,,,,,Ogier,LOC,54,,,,,,,,Dead,,,,,
Covril,,,Female,Elder Haman,,,,,Ogier,TGH,33,LOC,20,AMOL,7,,,,Alive,,,,,
Covarla Baldene,919 NE,Unknown nationality,Female,,,Pale,,,,,,ACOS,32,TGS,13,White Tower,,Aes Sedai,Alive,,,Red Ajah,,
Corin Ayellin,,Andoran,Female,,,Gray,,Slim,,,,TEOTW,Ravens,TEOTW,Ravens,Two Rivers,,,Alive,,,,,
Cosain,,Aiel,Female,,,Yellow,,Lean,,,,LOC,32,ACOS,3,,,,Alive,,Wise One,,Miagoma,Spine Ridge
Corvila,,Altaran,Female,,,,,Lean,,,,KOD,28,KOD,28,Faile Bashere,,,Alive,,Weaver,,,
Coride,982 NE,Unknown nationality,Female,,,Pale,,,,,,KOD,24,KOD,24,White Tower,,Novice,Alive,,,,,
Corianin Nedeal,,Unknown nationality,Female,,,,,,,TDR,21,,,,,,,Aes Sedai,Dead,526 NE,,Unknown Ajah,,
Corgaide Marendevin,,Cairhienin,Female,,,Gray,,,,,,TPOD,12,COT,Prologue,Cairhien,,,Alive,,Holder of the Keys,,,
Corele Hovian,,Murandian,Female,,,"Wild, Black",Blue,Slim,,,,ACOS,19,TOM,13,Unaligned sisters,,Aes Sedai,Alive,,,Yellow Ajah,,
Corelna,,Aiel,Female,,,"Flaxen, graying",Green,,,,,LOC,25,LOC,25,,,,Alive,,Wise One,,Unknown clan,Unknown sept
Corana,,Aiel,Female,,,Graying,,,,,,ACOS,7,TGS,15,,,,Alive,,,,Unknown clan,Unknown sept
Corehuin,,Aiel,Female,,,,,,,ACOS,18,,,,,,,,Alive,,,,Daryne,Unknown sept
Comarra Zepava,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,,Amyrlin Seat,Aes Sedai,Dead,276 NE,,Blue Ajah,,
Collaris,,Taraboner,Female,,,,,,,KOD,2,,,,,,,,Dead,,Advocate,,,
Colline,,Aiel,Female,,,,,,,,,TSR,25,TSR,25,,,,Dead,,,,Da'shain Aiel,
Coline,,Andoran,Female,,Plump,,,,,,,TEOTW,35,TDR,45,,,,Alive,,Cook,,,
Coladara,,Tairen,Female,,,,,,,,,NS,4,AMOL,9,Unaligned sisters,,Aes Sedai,Alive,,,Green Ajah,,
Colavaere Saighan,,Cairhienin,Female,,,Tower of curls,,,,TFOH,45,TFOH,46,,,House Saighan,Lady,High Seat,Dead,1000 NE,,,,
Coiren Saeldain,861 NE,Unknown nationality,Female,,,,,Plump,,,,LOC,Prologue,TPOD,Prologue,White Tower,,Aes Sedai,Alive,,,Gray Ajah,,
Colinda,,Aiel,Female,,,,,,,TSR,28,LOC,25,TPOD,Prologue,,,,Alive,,Wise One,,Shaarad,Unknown sept
Coine din Jubai Wild Winds,,,Female,,,"Black, with touches of gray",Brown,,,,,TSR,19,TSR,39,,,Sailmistress,Alive,,,,,
Coedelin,,Aiel,Female,,,,,,,TSR,23,,,,,,,Wise One,Alive,,,,Unknown clan,Unknown sept
Clara,,Unknown nationality,Female,,,,,,,,,TGS,40,TGS,40,White Tower,,Novice,Alive,,,,,
Cinchonine,,Andoran,Female,,,,,,,,,,,,,,,,Alive,,Innkeeper,,,
Clare,,Unknown nationality,Female,,,,,,,,,,,,,,,,Alive,,Gambler,,,
Cinda,,Andoran,Female,,,,,,,,,TEOTW,14,TEOTW,14,,,,Alive,,Serving girl,,,
Cilia Cole,979 NE,Andoran,Female,,,,,Plump,,,,TEOTW,Ravens,TSR,42,Two Rivers,,,Alive,,,,,
Ciel,,Andoran,Female,,,,,,,,,TEOTW,15,TEOTW,15,,,,Alive,,Maid,,,
Clarine Anhill,,Unknown nationality,Female,,,,,Plump,,,,TFOH,17,KOD,25,Valan Luca,,,Alive,,Entertainer,,,
Ciar,,Seanchan,Female,,,,,,,,,TGS,Prologue,TGS,Prologue,,,,Alive,,,,,
Cian do Mehon a'Macansa,,Murandian,Female,,,Graying,Dark,Stocky,,,,TPOD,17,TPOD,18,,Lady,,Alive,,,,,
Chuonde,,Aiel,Female,,,,,,,ACOS,2,,,,,,,,Dead,1000 NE,,,Miagoma,Spine Ridge
Chowin Tsao,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,White Tower,,Aes Sedai,Dead,,,Green Ajah,,
Chulein,,Seanchan,Female,,,,,,,,,TPOD,6,TPOD,6,,,,Alive,,,,,
Chisaine Nurbaya,,Domani,Female,,,,,,,,,LOC,55,LOC,55,White Tower,,Aes Sedai,Alive,,,Red Ajah,,
Chion,,Aiel,Female,,,Light,Blue,,,,,TSR,50,TSR,50,,,,Dead,,,,Unknown clan,Unknown sept
Chilares Arman,,Murandian,Female,,,,Doe,Willowy,,,,TPOD,1,TPOD,3,The Kin,,Elder,Alive,,,,,
Chimal,,Seanchan,Female,,,,,,,KOD,11,,,,,,,,Dead,1000 NE,,,,
Chiape,,Sharan,Female,,,,,,,,,LOC,6,LOC,6,,Sh'boan,,Unknown,,,,,
Chiarid,,Aiel,Female,,,Blond,,,,,,LOC,28,LOC,28,,,,Alive,,,,Unknown clan,Unknown sept
Chiad,,Aiel,Female,,,"Reddish-blonde, short-cropped",Gray,,,,,TDR,38,AMOL,44,,,,Alive,,,,Goshien,Stones River
Chesa,,Unknown nationality,Female,Stout,,Dark,,Plump,,,,LOC,36,TGS,43,Egwene al'Vere,,,Alive,,Maid,,,
Chesmal Emry,,Ghealdanin,Female,Tall,,Dark,Dark,,,NS,18,TFOH,18,TOM,23,Black Ajah,,Aes Sedai,Dead,1000 NE,,Yellow Ajah,,
Charral,,Seanchan,Female,,,Gray,Gray,,,,,WH,14,WH,14,Tuon Athaem Kore Paendrag,,,Alive,,,,,
Chenda,,Aiel,Female,,,,,,,TSR,23,,,,,,,,Alive,,Roofmistress,,Tomanelle,Jenda
Chaelin,,Aiel,Female,,,Graying,,,,,,LOC,19,LOC,19,,,,Alive,,Wise One,,Miagoma,Smoke Water
Chai Rugan,,Unknown nationality,Female,,,,,,,TGS,39,,,,,Black Ajah,,Aes Sedai,Alive,,,Brown Ajah,,
Cetalia Delarme,,Taraboner,Female,Tall,,Steel-gray,,,,,,NS,12,NS,12,,,Aes Sedai,Dead,,,Blue Ajah,,
Chanelle din Seran White Shark,,,Female,,,,"Big, hard",Lean,,,,COT,12,KOD,33,,,Windfinder,Alive,,,,,
Cerilla Marodred,,Cairhienin,Female,,,,,,,TWORJTWOT,,,,,,,Amyrlin Seat,Aes Sedai,Dead,476 NE,,Gray Ajah,,
Cerindra,,Taraboner,Female,,,,,,,TSR,51,,,,,Tarabon,,,Alive,,Servant,,,
Ceri,,Unknown nationality,Female,,,,,,,LOC,25,,,,,,,,Alive,,Servant,,,
Cerandin,,Seanchan,Female,,,Pale,,,,,,TFOH,17,TFOH,47,Valan Luca's Traveling Show,,,Alive,,,,,
Celestin Eguilera,960 NE,Tairen,Female,,,Black,Gray,,,WH,Prologue,,,,,White Tower,,Aes Sedai,Alive,,,Yellow Ajah,,
Cemaile Sorenthaine,,Unknown nationality,Female,,,,,,,ACOS,Prologue,,,,,White Tower,Amyrlin Seat,Aes Sedai,Dead,705 NE,,Gray Ajah,,
Cemeille din Selaan Long Eyes,,,Female,Tall,,,,Lean,,,,KOD,22,KOD,22,,,Sailmistress,Alive,,,,,
Cavandra,,Unknown nationality,Female,,,,,,,LOC,48,,,,,White Tower,,Aes Sedai,Alive,,,Unknown Ajah,,
Cedora,,Altaran,Female,,,,,,,,,ACOS,23,ACOS,31,,,,Alive,,Maid,,,
Catrine,,Cairhienin,Female,,,,,,,,,TGH,21,TGH,21,,,,Alive,,Maid,,,
Catrelle Mosenain,,Cairhienin,Female,,,,,,,,,,,,,,,,Dead,,Maid,,,
Catlynde Artein,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,,,Aes Sedai,Dead,,,,,
Catrona,,Seanchan,Female,,,,,,,,,WH,14,AMOL,32,,,,Alive,,,,,
Catalyn Haevin,,Andoran,Female,,,,Dark,Plump,,,,COT,13,TOM,23,House Trakand,Lady,High Seat,Alive,,,,,
Catala Lucanvalle,,Unknown nationality,Female,,,,,,,TWORJTWOT,,,,,,,Amyrlin Seat,Aes Sedai,Dead,250 NE,,Yellow Ajah,,
Caseille Raskovni,,Arafellin,Female,,,,,Lean,,,,WH,7,KOD,35,Queen's Guard,,Lieutenant,Alive,,Soldier,,,
Carniele Emares,,Tairen,Female,,,,,,,WH,Prologue,,,,,White Tower,,Aes Sedai,Alive,,,Yellow Ajah,,
Carlys,,Andoran,Female,,,"Gray, curled",,,,,,LOC,1,LOC,2,,Lady,,Alive,,,,,
Carlys Ankerin,,Andoran,Female,,,Gray,,,,,,LOC,1,LOC,2,House Marne,,,Alive,,,,,
Carlya,,Tar Valon,Female,,,,,,,,,TGS,31,TGS,31,,,,Alive,,Maid,,,
Carin,,Altaran,Female,,,,,,,,,ACOS,16,,,,,,Alive,,Servant,,,
Carlinya Sorevin,,Kandori,Female,,,"Dark, curly",Almost black,,,NS,4,TGH,4,KOD,1,White Tower,,Aes Sedai,Dead,1000 NE,,White Ajah,,
Cariandre Temalien,932 NE,Ghealdanin,Female,,,,,Plump,,,,KOD,2,TGS,25,White Tower,,Aes Sedai,Alive,,,Red Ajah,,
Carewin Damodred,,Cairhienin,Female,,,,,,,NS,12,,,,,,Queen of Cairhien,Queen,Dead,,,,,
Carenna,,Unknown nationality,Female,,,,,,,LOC,Prologue,,,,,White Tower,,Aes Sedai,Alive,,,Unknown Ajah,,
Caren Endelle,,Unknown nationality,Female,,,,,,,The Wheel of Time Companion,,,,,,,,Aes Sedai,Alive,,,Red Ajah,,
Careme Mowly,,Murandian,Female,,,,,,,,,NS,5,NS,5,,,,Alive,,,,,
Careen,,Aiel,Female,,,,,,,,,TSR,3,TSR,6,,,,Alive,,,,Unknown clan,Unknown sept
Carelle,,Aiel,Female,,,Fiery,Piercing,,,,,TPOD,9,KOD,29,,,,Alive,,Wise One,,Unknown clan,Unknown sept
Caredwain,,Cairhienin,Female,,,,,,,TGH,21,,,,,,,,Alive,,Healer,,,
Careane Fransi,,Domani,Female,,,,,Stout,,,,ACOS,30,KOD,31,Black Ajah,,Aes Sedai,Dead,1000 NE,,Green Ajah,,
Caralin,,Andoran,Female,,,,,Slim,,,,TFOH,1,TFOH,1,House Bryne,,,Alive,,,,,
Caraline Damodred,,Cairhienin,Female,Short,,"Black, shoulder-length","Large, dark",Slim,,LOC,17,ACOS,35,TGS,42,,Lady,High Seat,Alive,,,,,
Carahuin,,Aiel,Female,,,Flaxen,Like polished sapphires,,,,,ACOS,1,TPOD,Prologue,,,,Alive,,,,Unknown clan,Unknown sept
Caraighan Maconar,212 AB,Unknown nationality,Female,,,,,,,LOC,54,,,,,,,Aes Sedai,Dead,373 AB,,Green Ajah,,
Callie,,Unknown nationality,Female,,,,,,,,,ACOS,17,ACOS,17,The Kin,,,Dead,1000 NE,Wise Woman,,,
Calindin,960 NE,Taraboner,Female,,,"Black, multitude of braids",,,,,,LOC,14,LOC,14,White Tower,,Accepted,Alive,,,,,
Cara,,Andoran,Female,,,,,,,,,TFOH,1,TFOH,1,,,,Alive,,Maid,,,
Camaille Nolaisen,,Cairhienin,Female,,,,,,,,,ACOS,4,KOD,12,Cha Faile,Lady,,Alive,,,,,
Calian,,Unknown nationality,Female,,,,,,,,,TGH,47,TGH,47,Horn of Valere,,Hero of the Horn,Bound to the Wheel,,,,,
Calle Coplin,,Andoran,Female,,,,,,,,,TEOTW,Ravens,TEOTW,Ravens,Two Rivers,,,Alive,,,,,
Calder,,Andoran,Female,,,,,,,TEOTW,7,,,,,Two Rivers,,,Alive,,,,,
Cairlyn Nesolle,,Unknown nationality,Female,,,,,Willowy,,The Wheel of Time Companion,,,,,,White Tower,,Aes Sedai,Alive,,,Yellow Ajah,,
Cairen,,Altaran,Female,,,,,,,KOD,Prologue,,,,,,Lady,,Alive,,,,,
Caire din Gelyn Running Wave,,,Female,,,,Dark,,,,,TPOD,5,KOD,22,,,Windfinder,Alive,,,,,
Caira,,Altaran,Female,,,,Smoky,,,,,ACOS,17,WH,19,,,,Alive,,Maid,,,
Caiden,,Domani,Female,,,,,Plump,,,,KOD,13,KOD,13,The Kin,,,Alive,,,,,
Durrent,,,Male,,,,,,,,,TOM,5,TOM,5,White Tower,,,Alive,,Warder,,,
Cabriana Mecandes,911 NE,Tairen,Female,,,"Long, Golden",Pale Blue,,,,,NS,12,LOC,6,,,Aes Sedai,Dead,999 NE,,Blue Ajah,,
Cadsuane Melaidhrin,705 NE,Far Madding,Female,"5'5""",,Iron gray,Nearly black,,,,,NS,17,AMOL,Epilogue,White Tower,Amyrlin Seat,Aes Sedai,Alive,,,Green Ajah,,
Durhem,,Domani,Male,,,,,,,TOM,21,,,,,Dragon Reborn,,,Alive,,Soldier,,,
Durnham,,Domani,Male,,,,,,,,,TOM,25,TOM,25,Rand al'Thor,,Commander,Alive,,Soldier,,,
Dulain,,Murandian,Male,,,,,,,TFOH,12,,,,,Murandy,Lord,,Dead,,,,,
Dormin,,Cairhienin,Male,,,,,Stocky,,,,KOD,28,KOD,28,Faile Bashere,,,Alive,,Bootmaker,,,
Doressin Chuliandred,,Cairhienin,Male,,,,,Bony,,,,TPOD,21,TOM,50,Dragon Reborn,Lord,,Alive,,,,,
Donjel,,Domani,Male,,,,,,,,,COT,Prologue,COT,Prologue,Arad Doman,,,Alive,,Soldier,,,
Dongal,,Unknown nationality,Male,,,,,,,KOD,27,,,,,Band of the Red Hand,,Officer,alive,,Soldier,,,
Doni,,Tairen,Male,,,,,,,,,KOD,21,KOD,21,,,,Unknown,,,,,
Donel do Morny a'Lordeine,,Murandian,Male,,,,,,,,,TPOD,17,TPOD,18,Murandy,Lord,,Alive,,,,,
Doirellin,,Cairhienin,Male,Short,,,,"Muscular, Wide",,,,KOD,Prologue,KOD,Prologue,Children of the Light,,,Alive,,Soldier,,,
Donalo Sandomere,,Tairen,Male,,,,,,,,,LOC,42,AMOL,42,The Shadow,,Asha'man,Alive,,Dreadlord,,,
Doirmanes,,Cairhienin,Male,,,,,Slender,,,,KOD,5,KOD,5,,Lord,,Alive,,,,,
Dobser,,Unknown nationality,Male,,,,,,,,,AMOL,3,AMOL,4,The Shadow,,Asha'man,Unknown (Likely in the Stedding),,Asha'man,,,
Doile,,Cairhienin,Male,,,,,,,,,TPOD,24,TPOD,24,Dragon Reborn,,Scout,Alive,,,,,
Diryk,971 NE,Kandori,Male,,,,Dark,,,,,NS,22,NS,26,Kandor,,,Dead,979 NE,,,,
Doilan,,Aiel,Male,,,,,,,,,LOC,25,LOC,25,,,,Alive,,,,Shaido,Unknown sept
